DateTime,latitude,longitude,measuring,raw measuring,Hour,value,UPPER LIMIT,LOWER LIMIT,Diff,Max Diff,Min Diff,QTLE01,QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,% valid,Tag,CHANGE POINT
2023-04-02 15:30:00,-28.456899,-48.972999,2113.5912499999995,2118.2625,15,2.4213491583212496,1000000.0,4.0,0.7112500000000637,3000.0,-3000.0,9.8875,2169.3575,-150.28999999999996,170.41499999999996,4,1.375865636608519,100.0,VALID,False
2023-04-02 16:30:00,-28.456899,-48.972999,2134.895,2141.645,16,2.4457549260550002,1000000.0,4.0,6.511250000000018,3000.0,-3000.0,9.43,2186.7349999999997,-150.28999999999996,170.41499999999996,4,7.638644076885139,100.0,VALID,False
2023-04-02 17:30:00,-28.456899,-48.972999,2120.4575000000004,2107.44,17,2.4292151961175,1000000.0,4.0,-8.776250000000005,3000.0,-3000.0,7.205,2217.0625,-150.28999999999996,170.41499999999996,4,17.485052902407887,100.0,VALID,False
2023-04-02 18:30:00,-28.456899,-48.972999,2155.6975,2161.38,18,2.4695864572775,1000000.0,4.0,14.06499999999994,3000.0,-3000.0,7.295,2205.2149999999997,-150.28999999999996,170.41499999999996,4,20.387984410758747,100.0,VALID,False
2023-04-02 19:30:00,-28.456899,-48.972999,2151.54625,2149.175,19,2.46483074791625,1000000.0,4.0,-2.865000000000009,3000.0,-3000.0,7.557499999999999,2284.7975,-150.28999999999996,170.41499999999996,4,1.3580585100305735,100.0,VALID,False
2023-04-02 20:30:00,-28.456899,-48.972999,2142.62125,2139.96,20,2.45460618759125,1000000.0,4.0,-2.80499999999995,3000.0,-3000.0,9.0,2310.34,-150.28999999999996,170.41499999999996,4,3.4501675683942605,100.0,VALID,False
2023-04-02 21:30:00,-28.456899,-48.972999,2138.0575,2137.4225,21,2.4493779145175,1000000.0,4.0,-0.4499999999999318,3000.0,-3000.0,8.52,2309.4375,-150.28999999999996,170.41499999999996,4,0.6965689724162106,100.0,VALID,False
2023-04-02 22:30:00,-28.456899,-48.972999,2137.8137500000003,2138.695,22,2.44909867232375,1000000.0,4.0,0.28749999999990905,3000.0,-3000.0,7.845,2278.1450000000004,-150.28999999999996,170.41499999999996,4,0.5505205869596808,100.0,VALID,False
2023-04-02 23:30:00,-28.456899,-48.972999,2138.85125,2138.4825,23,2.4502872416612504,1000000.0,4.0,0.10000000000002274,3000.0,-3000.0,6.275,2271.52,-150.28999999999996,170.41499999999996,4,0.2726222967160756,100.0,VALID,False
2023-04-03 00:30:00,-28.456899,-48.972999,2137.2200000000003,2137.2200000000003,0,2.4484184669799998,1000000.0,4.0,-0.24374999999997726,3000.0,-3000.0,6.99,2263.2524999999996,-150.28999999999996,170.41499999999996,4,0.5196152422707594,100.0,VALID,False
