DateTime,latitude,longitude,measuring,raw measuring,Hour,value,UPPER LIMIT,LOWER LIMIT,Diff,Max Diff,Min Diff,QTLE01,QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,Tag
2022-12-22 15:30:00,-28.456899,-48.972999,40.56125,40.427499999999995,15,0.10628261903824998,2000.0,5.0,-0.3650000000000002,3000.0,-3000.0,25.9825,99.24000000000001,-9.355000000000004,7.474999999999994,4,0.7002663183865605,VALID
2022-12-22 16:30:00,-28.456899,-48.972999,44.48625,45.9,16,0.11656729418324999,2000.0,5.0,1.456249999999999,3000.0,-3000.0,28.73,99.3375,-9.355000000000004,7.474999999999994,4,2.065939556231014,VALID
2022-12-22 17:30:00,-28.456899,-48.972999,44.20125,45.46,17,0.11582050885424999,2000.0,5.0,-0.2787499999999987,3000.0,-3000.0,30.275000000000002,99.39999999999999,-9.355000000000004,7.474999999999994,4,0.6610140568349044,VALID
2022-12-22 18:30:00,-28.456899,-48.972999,56.1525,63.5225,18,0.1471363620585,2000.0,5.0,4.61125,3000.0,-3000.0,35.3225,99.69500000000001,-9.355000000000004,7.474999999999994,4,7.003840018161467,VALID
2022-12-22 19:30:00,-28.456899,-48.972999,71.17500000000001,74.2525,19,0.186499809795,2000.0,5.0,2.887500000000001,3000.0,-3000.0,47.845,99.8025,-9.355000000000004,7.474999999999994,4,3.3476782999565513,VALID
2022-12-22 20:30:00,-28.456899,-48.972999,76.02000000000001,75.77000000000001,20,0.199195160388,2000.0,5.0,0.3237500000000004,3000.0,-3000.0,58.8325,99.935,-9.355000000000004,7.474999999999994,4,0.2216604009139502,VALID
2022-12-22 21:30:00,-28.456899,-48.972999,74.07625000000002,73.72,21,0.19410195342925002,2000.0,5.0,-0.5912499999999987,3000.0,-3000.0,58.8275,100.0625,-9.355000000000004,7.474999999999994,4,0.6375,VALID
2022-12-22 22:30:00,-28.456899,-48.972999,74.46625,75.2625,22,0.19512387019525,2000.0,5.0,0.3349999999999973,3000.0,-3000.0,60.8075,100.12,-9.355000000000004,7.474999999999994,4,0.42695384215782567,VALID
2022-12-22 23:30:00,-28.456899,-48.972999,76.62,77.83,23,0.200767340028,2000.0,5.0,0.6912500000000001,3000.0,-3000.0,64.0975,100.14,-9.355000000000004,7.474999999999994,4,0.8803881719635535,VALID
2022-12-23 00:30:00,-28.456899,-48.972999,79.95375,80.1125,0,0.20950276315275002,2000.0,5.0,0.6700000000000017,3000.0,-3000.0,66.0275,100.15,-9.355000000000004,7.474999999999994,4,0.5130850319391519,VALID
2022-12-23 01:30:00,-28.456899,-48.972999,80.83250000000001,81.595,1,0.2118053512505,2000.0,5.0,0.2737499999999997,3000.0,-3000.0,67.3725,100.17,-9.355000000000004,7.474999999999994,4,0.486115555535245,VALID
2022-12-23 02:30:00,-28.456899,-48.972999,82.63125,82.99000000000001,2,0.21651861479625,2000.0,5.0,0.3637499999999996,3000.0,-3000.0,68.35,100.21,-9.355000000000004,7.474999999999994,4,0.2637667846160093,VALID
2022-12-23 03:30:00,-28.456899,-48.972999,85.97875,87.94500000000001,3,0.22529006703775,2000.0,5.0,1.3775000000000013,3000.0,-3000.0,71.28,100.33,-9.355000000000004,7.474999999999994,4,2.373799257870529,VALID
2022-12-23 04:30:00,-28.456899,-48.972999,89.465,90.7425,4,0.234425085821,2000.0,5.0,0.5024999999999977,3000.0,-3000.0,71.07,100.2775,-9.355000000000004,7.474999999999994,4,0.7821231787043892,VALID
2022-12-23 05:30:00,-28.456899,-48.972999,92.58625,92.0275,5,0.24260369532325002,2000.0,5.0,0.5450000000000017,3000.0,-3000.0,68.28999999999999,100.2825,-9.355000000000004,7.474999999999994,4,0.4778663516088961,VALID
2022-12-23 06:30:00,-28.456899,-48.972999,88.445,74.86500000000001,6,0.231752380433,2000.0,5.0,-3.260000000000005,3000.0,-3000.0,65.98249999999999,100.2925,-9.355000000000004,7.474999999999994,2,3.231477990022522,LOWSAMPLES
2022-12-23 07:30:00,-28.456899,-48.972999,54.35,48.26,7,0.14241327239,2000.0,5.0,-7.234999999999999,3000.0,-3000.0,51.3,100.17,-9.355000000000004,7.474999999999994,1,,LOWSAMPLES
2022-12-23 08:30:00,-28.456899,-48.972999,41.23625,39.265,8,0.10805132113325,2000.0,5.0,-1.1937499999999996,3000.0,-3000.0,39.1275,99.97999999999999,-9.355000000000004,7.474999999999994,4,1.6234088363687051,VALID
2022-12-23 09:30:00,-28.456899,-48.972999,37.97,32.91,9,0.09949276821799999,2000.0,5.0,-1.4500000000000028,3000.0,-3000.0,35.3725,99.405,-9.355000000000004,7.474999999999994,1,,LOWSAMPLES
2022-12-23 10:30:00,-28.456899,-48.972999,41.07125,43.825,10,0.10761897173225,2000.0,5.0,2.4712499999999995,3000.0,-3000.0,29.665,98.655,-9.355000000000004,7.474999999999994,4,2.8483076115476025,VALID
2022-12-23 11:30:00,-28.456899,-48.972999,42.04875,43.6425,11,0.11018031439575,2000.0,5.0,-0.0962499999999995,3000.0,-3000.0,28.195,98.68,-9.355000000000004,7.474999999999994,4,0.710602737118285,VALID
2022-12-23 12:30:00,-28.456899,-48.972999,51.74,52.3075,12,0.135574290956,2000.0,5.0,2.7424999999999997,3000.0,-3000.0,26.55,98.76750000000001,-9.355000000000004,7.474999999999994,4,2.691254354385697,VALID
2022-12-23 13:30:00,-28.456899,-48.972999,44.4475,41.3925,13,0.1164657575815,2000.0,5.0,-3.01,3000.0,-3000.0,23.495,99.275,-9.355000000000004,7.474999999999994,4,3.598315578155978,VALID
2022-12-23 14:30:00,-28.456899,-48.972999,40.94,40.89,14,0.10727505743600001,2000.0,5.0,-0.18125000000000036,3000.0,-3000.0,25.599999999999998,99.24000000000001,-9.355000000000004,7.474999999999994,4,0.34450447505559567,VALID
2022-12-23 15:30:00,-28.456899,-48.972999,40.735,41.19,15,0.106737896059,2000.0,5.0,0.11749999999999972,3000.0,-3000.0,25.9825,99.24000000000001,-9.355000000000004,7.474999999999994,4,0.30427509482922255,VALID
2022-12-23 16:30:00,-28.456899,-48.972999,43.403749999999995,44.942499999999995,16,0.11373082008275,2000.0,5.0,1.004999999999999,3000.0,-3000.0,28.73,99.3375,-9.355000000000004,7.474999999999994,4,1.5177965113940681,VALID
2022-12-23 17:30:00,-28.456899,-48.972999,46.81625,48.8,17,0.12267259178525,2000.0,5.0,0.8800000000000026,3000.0,-3000.0,30.275000000000002,99.39999999999999,-9.355000000000004,7.474999999999994,4,1.380358498120447,VALID
2022-12-23 18:30:00,-28.456899,-48.972999,55.65375,61.8525,18,0.14582948773275,2000.0,5.0,3.1362499999999986,3000.0,-3000.0,35.3225,99.69500000000001,-9.355000000000004,7.474999999999994,4,4.525668228744418,VALID
2022-12-23 19:30:00,-28.456899,-48.972999,71.985,75.3375,19,0.18862225230899998,2000.0,5.0,3.5649999999999995,3000.0,-3000.0,47.845,99.8025,-9.355000000000004,7.474999999999994,4,3.8838104141851963,VALID
