DateTime,measuring,value
2023-02-05 10:30:00,2087.306666666667,2.3912373030933334
2023-02-05 11:30:00,2092.2524999999996,2.3969032942725
2023-02-05 12:30:00,2097.3112499999997,2.40269864380125
2023-02-05 13:30:00,2116.8175,2.4250451793575003
2023-02-05 14:30:00,2130.50375,2.44072427053375
2023-02-05 15:30:00,2123.83125,2.43308019448125
2023-02-05 16:30:00,2124.1775000000002,2.4334768615975
2023-02-05 17:30:00,2127.385,2.437151402465
2023-02-05 18:30:00,2134.13125,2.44487996718125
2023-02-05 19:30:00,2118.055,2.4264628704949995
2023-02-05 20:30:00,2126.9725,2.4366788387525
2023-02-05 21:30:00,2160.385,2.4749564994649997
2023-02-05 22:30:00,2155.41125,2.46925852670125
2023-02-05 23:30:00,2158.94875,2.47331111853875
2023-02-06 00:30:00,2159.415,2.4738452587350004
2023-02-06 01:30:00,2077.91125,2.38047382920125
2023-02-06 02:30:00,1733.8725000000002,1.9863399408525002
2023-02-06 03:30:00,2009.9987500000002,2.3026726579887504
2023-02-06 04:30:00,2141.47125,2.4532887372412504
2023-02-06 05:30:00,2111.395,2.4188331145550004
2023-02-06 06:30:00,2138.5950000000003,2.449993679355
2023-02-06 07:30:00,2134.5175,2.4453224586575004
2023-02-06 08:30:00,2025.59125,2.32053556632125
2023-02-06 09:30:00,1760.72625,2.01710383853625
2023-02-06 10:30:00,1956.15875,2.24099306942875
2023-02-06 11:30:00,1970.92375,2.25790798631375
2023-02-06 12:30:00,2031.9825,2.3278574398425
2023-02-06 13:30:00,2053.26,2.35223313534
2023-02-06 14:30:00,2052.28125,2.35111187053125
2023-02-06 15:30:00,2071.04625,2.37260922341625
2023-02-06 16:30:00,2072.22375,2.3739581780137504
2023-02-06 17:30:00,2063.90625,2.36442957515625
2023-02-06 18:30:00,2079.2962500000003,2.3820604976662505
2023-02-06 19:30:00,2069.5575,2.3709036980175
2023-02-06 20:30:00,2119.7325,2.4283846295925002
2023-02-06 21:30:00,2171.545,2.487741495905
2023-02-06 22:30:00,2171.93,2.48818255537
2023-02-06 23:30:00,2153.68125,2.46727662313125
2023-02-07 00:30:00,2123.62125,2.4328396165912505
2023-02-07 01:30:00,2097.2225,2.4025969710025
2023-02-07 02:30:00,2122.835,2.431938881515
2023-02-07 03:30:00,1962.4375,2.2481860619375
2023-02-07 04:30:00,1804.8037499999998,2.06759941923375
2023-02-07 05:30:00,2120.3375,2.4290777230375
2023-02-07 06:30:00,2099.63125,2.40535645668125
2023-02-07 07:30:00,2122.4612500000003,2.43151071015125
2023-02-07 08:30:00,2063.69625,2.3641889972662504
2023-02-07 09:30:00,1681.56625,1.92641743009625
2023-02-07 10:30:00,1869.6200000000001,2.14185349858
2023-02-07 11:30:00,1945.67625,2.2289842230862504
2023-02-07 12:30:00,1961.29875,2.24688149968875
2023-02-07 13:30:00,1982.71375,2.27141471642375
