DateTime,latitude,longitude,measuring,raw measuring,Hour,value,Tag,UPPER LIMIT,LOWER LIMIT,CHANGE POINT,QTLE01,QTLE99,Diff,Max Diff,Min Diff
2022-11-20 13:45:00,-28.456899,-48.972999,,40.19,13,,STABILIZING,20000.0,15.0,False,29.365000000000002,6814.655,,200,-200
2022-11-20 14:00:00,,,,,14,,STABILIZING,20000.0,15.0,False,21.165,6847.102500000001,,200,-200
2022-11-20 14:15:00,,,,,14,,STABILIZING,20000.0,15.0,False,21.165,6847.102500000001,,200,-200
2022-11-20 14:30:00,,,,,14,,STABILIZING,20000.0,15.0,False,21.165,6847.102500000001,,200,-200
2022-11-20 14:45:00,,,,,14,,STABILIZING,20000.0,15.0,False,21.165,6847.102500000001,,200,-200
2022-11-20 15:00:00,,,,,15,,STABILIZING,20000.0,15.0,False,20.6425,7520.9125,,200,-200
2022-11-20 15:15:00,,,,,15,,STABILIZING,20000.0,15.0,False,20.6425,7520.9125,,200,-200
2022-11-20 15:30:00,,,,,15,,STABILIZING,20000.0,15.0,False,20.6425,7520.9125,,200,-200
2022-11-20 15:45:00,,,,,15,,STABILIZING,20000.0,15.0,False,20.6425,7520.9125,,200,-200
2022-11-20 16:00:00,,,,,16,,STABILIZING,20000.0,15.0,False,40.1775,7287.9425,,200,-200
2022-11-20 16:15:00,,,,,16,,STABILIZING,20000.0,15.0,False,40.1775,7287.9425,,200,-200
2022-11-20 16:30:00,,,,,16,,STABILIZING,20000.0,15.0,False,40.1775,7287.9425,,200,-200
2022-11-20 16:45:00,,,,,16,,STABILIZING,20000.0,15.0,False,40.1775,7287.9425,,200,-200
2022-11-20 17:00:00,,,,,17,,STABILIZING,20000.0,15.0,False,65.635,7196.555,,200,-200
2022-11-20 17:15:00,,,,,17,,STABILIZING,20000.0,15.0,False,65.635,7196.555,,200,-200
2022-11-20 17:30:00,,,,,17,,STABILIZING,20000.0,15.0,False,65.635,7196.555,,200,-200
2022-11-20 17:45:00,,,,,17,,STABILIZING,20000.0,15.0,False,65.635,7196.555,,200,-200
2022-11-20 18:00:00,,,,,18,,STABILIZING,20000.0,15.0,False,54.582499999999996,7549.44,,200,-200
2022-11-20 18:15:00,,,,,18,,STABILIZING,20000.0,15.0,False,54.582499999999996,7549.44,,200,-200
2022-11-20 18:30:00,,,,,18,,STABILIZING,20000.0,15.0,False,54.582499999999996,7549.44,,200,-200
2022-11-20 18:45:00,,,,,18,,STABILIZING,20000.0,15.0,False,54.582499999999996,7549.44,,200,-200
2022-11-20 19:00:00,,,,,19,,STABILIZING,20000.0,15.0,False,98.3525,7521.822499999999,,200,-200
2022-11-20 19:15:00,,,,,19,,STABILIZING,20000.0,15.0,False,98.3525,7521.822499999999,,200,-200
2022-11-20 19:30:00,,,,,19,,STABILIZING,20000.0,15.0,False,98.3525,7521.822499999999,,200,-200
2022-11-20 19:45:00,,,,,19,,STABILIZING,20000.0,15.0,False,98.3525,7521.822499999999,,200,-200
2022-11-20 20:00:00,,,,,20,,STABILIZING,20000.0,15.0,False,156.0825,7875.6425,,200,-200
2022-11-20 20:15:00,,,,,20,,STABILIZING,20000.0,15.0,False,156.0825,7875.6425,,200,-200
2022-11-20 20:30:00,,,,,20,,STABILIZING,20000.0,15.0,False,156.0825,7875.6425,,200,-200
2022-11-20 20:45:00,,,,,20,,STABILIZING,20000.0,15.0,False,156.0825,7875.6425,,200,-200
2022-11-20 21:00:00,,,,,21,,STABILIZING,20000.0,15.0,False,291.22,8067.295,,200,-200
2022-11-20 21:15:00,,,,,21,,STABILIZING,20000.0,15.0,False,291.22,8067.295,,200,-200
2022-11-20 21:30:00,,,,,21,,STABILIZING,20000.0,15.0,False,291.22,8067.295,,200,-200
2022-11-20 21:45:00,,,,,21,,STABILIZING,20000.0,15.0,False,291.22,8067.295,,200,-200
2022-11-20 22:00:00,,,,,22,,STABILIZING,20000.0,15.0,False,309.355,7986.3724999999995,,200,-200
2022-11-20 22:15:00,,,,,22,,STABILIZING,20000.0,15.0,False,309.355,7986.3724999999995,,200,-200
2022-11-20 22:30:00,,,,,22,,STABILIZING,20000.0,15.0,False,309.355,7986.3724999999995,,200,-200
2022-11-20 22:45:00,,,,,22,,STABILIZING,20000.0,15.0,False,309.355,7986.3724999999995,,200,-200
2022-11-20 23:00:00,,,,,23,,STABILIZING,20000.0,15.0,False,401.265,7998.5175,,200,-200
2022-11-20 23:15:00,,,,,23,,STABILIZING,20000.0,15.0,False,401.265,7998.5175,,200,-200
2022-11-20 23:30:00,,,,,23,,STABILIZING,20000.0,15.0,False,401.265,7998.5175,,200,-200
2022-11-20 23:45:00,,,,,23,,STABILIZING,20000.0,15.0,False,401.265,7998.5175,,200,-200
2022-11-21 00:00:00,,,,,0,,STABILIZING,20000.0,15.0,False,413.47,8108.9725,,200,-200
2022-11-21 00:15:00,,,,,0,,STABILIZING,20000.0,15.0,False,413.47,8108.9725,,200,-200
2022-11-21 00:30:00,,,,,0,,STABILIZING,20000.0,15.0,False,413.47,8108.9725,,200,-200
2022-11-21 00:45:00,,,,,0,,STABILIZING,20000.0,15.0,False,413.47,8108.9725,,200,-200
2022-11-21 01:00:00,,,,,1,,STABILIZING,20000.0,15.0,False,359.9275,8142.77,,200,-200
2022-11-21 01:15:00,,,,,1,,STABILIZING,20000.0,15.0,False,359.9275,8142.77,,200,-200
2022-11-21 01:30:00,,,,,1,,STABILIZING,20000.0,15.0,False,359.9275,8142.77,,200,-200
2022-11-21 01:45:00,,,,,1,,STABILIZING,20000.0,15.0,False,359.9275,8142.77,,200,-200
2022-11-21 02:00:00,,,,,2,,STABILIZING,20000.0,15.0,False,335.51250000000005,8137.7825,,200,-200
2022-11-21 02:15:00,,,,,2,,STABILIZING,20000.0,15.0,False,335.51250000000005,8137.7825,,200,-200
2022-11-21 02:30:00,,,,,2,,STABILIZING,20000.0,15.0,False,335.51250000000005,8137.7825,,200,-200
2022-11-21 02:45:00,,,,,2,,STABILIZING,20000.0,15.0,False,335.51250000000005,8137.7825,,200,-200
2022-11-21 03:00:00,,,,,3,,STABILIZING,20000.0,15.0,False,829.1975,8223.715,,200,-200
2022-11-21 03:15:00,,,,,3,,STABILIZING,20000.0,15.0,False,829.1975,8223.715,,200,-200
2022-11-21 03:30:00,,,,,3,,STABILIZING,20000.0,15.0,False,829.1975,8223.715,,200,-200
2022-11-21 03:45:00,,,,,3,,STABILIZING,20000.0,15.0,False,829.1975,8223.715,,200,-200
2022-11-21 04:00:00,,,,,4,,STABILIZING,20000.0,15.0,False,867.5625,8224.03,,200,-200
2022-11-21 04:15:00,,,,,4,,STABILIZING,20000.0,15.0,False,867.5625,8224.03,,200,-200
2022-11-21 04:30:00,,,,,4,,STABILIZING,20000.0,15.0,False,867.5625,8224.03,,200,-200
2022-11-21 04:45:00,,,,,4,,STABILIZING,20000.0,15.0,False,867.5625,8224.03,,200,-200
2022-11-21 05:00:00,,,,,5,,STABILIZING,20000.0,15.0,False,868.26,8211.685,,200,-200
2022-11-21 05:15:00,,,,,5,,STABILIZING,20000.0,15.0,False,868.26,8211.685,,200,-200
2022-11-21 05:30:00,,,,,5,,STABILIZING,20000.0,15.0,False,868.26,8211.685,,200,-200
2022-11-21 05:45:00,,,,,5,,STABILIZING,20000.0,15.0,False,868.26,8211.685,,200,-200
2022-11-21 06:00:00,,,,,6,,STABILIZING,20000.0,15.0,False,777.5825,8189.365,,200,-200
