DateTime,latitude,longitude,measuring,Diff,value,Hour,Count,Std,% valid,Tag,GLOBAL_QTLE01,GLOBAL_QTLE99
2022-11-21 10:30:00,-28.456899,-48.972999,27.545,0.129999999999999,0.054076344,10,2,0.09192388155424921,50.0,LOWSAMPLES,21.305,44.645
2022-11-21 11:30:00,-28.456899000000003,-48.972998999999994,28.143333333333334,0.28000000000000114,0.055250992,11,3,0.21126602503321013,75.0,VALID,21.822499999999998,46.265
2022-11-21 12:30:00,-28.456899,-48.972999,28.615000000000002,0.10250000000000004,0.056176968,12,4,0.13025615788386632,100.0,VALID,21.69,46.97
2022-11-21 13:30:00,-28.456899,-48.972999,28.9175,0.05999999999999961,0.05677083599999999,13,4,0.06601767440112745,100.0,VALID,21.512500000000003,46.31
2022-11-21 14:30:00,-28.456899,-48.972999,29.0575,0.025000000000000355,0.057045684,14,4,0.022173557826083157,100.0,VALID,21.3,45.254999999999995
2022-11-21 15:30:00,-28.456899,-48.972999,29.247500000000002,0.05250000000000021,0.057418692,15,4,0.05737304826019501,100.0,VALID,21.2575,43.5275
2022-11-21 16:30:00,-28.456899000000003,-48.972998999999994,29.19666666666667,-0.07666666666666681,0.057318896,16,3,0.11676186592091208,75.0,VALID,20.55,41.355
2022-11-21 17:30:00,-28.456899,-48.972999,28.94,-0.01666666666666572,0.056815008,17,4,0.02160246899469026,100.0,VALID,20.052500000000002,38.615
2022-11-21 18:30:00,-28.456899,-48.972999,28.895,-0.010000000000000675,0.056726663999999996,18,4,0.012909944487360532,100.0,VALID,19.3625,33.2025
2022-11-21 19:30:00,-28.456899,-48.972999,28.99,0.03500000000000014,0.05691316799999999,19,4,0.04242640687119125,100.0,VALID,17.985,29.2825
2022-11-21 20:30:00,-28.456899,-48.972999,29.0025,-0.009999999999999787,0.056937708,20,4,0.02217355782608545,100.0,GTQTLE99,17.0975,28.32
2022-11-21 21:30:00,-28.456899,-48.972999,28.8225,-0.054999999999999716,0.056584332,21,4,0.055602757725374506,100.0,GTQTLE99,16.35,27.9225
2022-11-21 22:30:00,-28.456899000000003,-48.972998999999994,28.73,-0.015000000000000568,0.05640273600000001,22,3,0.030000000000001137,75.0,GTQTLE99,16.105,27.990000000000002
2022-11-21 23:30:00,-28.456899,-48.972999,28.6525,-0.019999999999999574,0.056250588000000004,23,4,0.027537852736430064,100.0,GTQTLE99,16.955,28.04
2022-11-22 00:30:00,-28.456899,-48.972999,28.61,-0.004999999999999893,0.056167152,0,4,0.008164965809276602,100.0,GTQTLE99,16.61,28.045
2022-11-22 01:30:00,-28.456899,-48.972999,28.59,-0.002500000000000391,0.056127888,1,4,0.0,100.0,GTQTLE99,17.37,28.0475
2022-11-22 02:30:00,-28.456899,-48.972999,28.6,0.002500000000000391,0.05614752,2,4,0.0,100.0,GTQTLE99,17.075,28.075
2022-11-22 03:30:00,-28.456899000000003,-48.972998999999994,28.600000000000005,0.0,0.05614752,3,3,0.0,75.0,GTQTLE99,16.725,28.115000000000002
2022-11-22 04:30:00,-28.456899,-48.972999,28.6075,0.004999999999999893,0.056162244,4,4,0.0095742710775623,100.0,GTQTLE99,16.7725,28.16
2022-11-22 05:30:00,-28.456899,-48.972999,28.6175,0.0,0.056181876,5,4,0.005000000000001275,100.0,GTQTLE99,17.479999999999997,28.2
2022-11-22 06:30:00,-28.456899,-48.972999,28.6325,0.007499999999999396,0.056211324,6,4,0.014999999999998495,100.0,GTQTLE99,16.3975,28.6325
