DateTime,latitude,longitude,measuring,raw measuring,Hour,value,UPPER LIMIT,LOWER LIMIT,Diff,Max Diff,Min Diff,QTLE01,QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,% valid,Tag,CHANGE POINT
2022-11-27 14:30:00,-28.456899,-48.972999,99.44250000000001,91.06,14,187.11348909037503,20000.0,15.0,-7.655000000000001,1000.0,-1000.0,22.502499999999998,2374.3775,-186.32999999999998,225.80000000000007,2,5.4129024099830225,50.0,LOWSAMPLES,False
2022-11-27 15:30:00,,,,,15,,,,,,,,,,,0,,0.0,LOWSAMPLES,False
2022-11-27 16:30:00,,,,,16,,,,,,,,,,,0,,0.0,LOWSAMPLES,False
2022-11-27 17:30:00,-28.456899,-48.972999,95.86875,94.795,17,180.38903192531248,20000.0,15.0,-1.8549999999999993,1000.0,-1000.0,26.2975,2386.3925,-186.32999999999998,225.80000000000007,4,4.302009946912408,100.0,VALID,False
2022-11-27 18:30:00,-28.456899,-48.972999,99.98125000000002,97.7025,18,188.1272145321875,20000.0,15.0,0.6000000000000014,1000.0,-1000.0,18.259999999999998,2311.135,-186.32999999999998,225.80000000000007,4,0.8875000000000052,100.0,VALID,False
2022-11-27 19:30:00,-28.456899,-48.972999,93.21375,96.125,19,175.3933176830625,20000.0,15.0,-0.6950000000000003,1000.0,-1000.0,21.1725,2240.0699999999997,-186.32999999999998,225.80000000000007,4,2.0702631676512397,100.0,VALID,False
2022-11-27 20:30:00,-28.456899,-48.972999,98.4625,94.6675,20,185.269496639375,20000.0,15.0,0.5687500000000014,1000.0,-1000.0,18.8925,2209.675,-186.32999999999998,225.80000000000007,4,0.3666174209354071,100.0,VALID,False
2022-11-27 21:30:00,-28.456899,-48.972999,95.36250000000001,98.525,21,179.436459294375,20000.0,15.0,0.6012500000000003,1000.0,-1000.0,22.439999999999998,2195.5075,-186.32999999999998,225.80000000000007,4,3.4665172243429967,100.0,VALID,False
2022-11-27 22:30:00,-28.456899,-48.972999,96.50125,91.1875,22,181.57915970618748,20000.0,15.0,-2.7837500000000013,1000.0,-1000.0,20.86,2175.8975,-186.32999999999998,225.80000000000007,4,5.563833173571381,100.0,VALID,False
2022-11-27 23:30:00,-28.456899,-48.972999,93.84625,97.0725,23,176.5834454639375,20000.0,15.0,1.171249999999997,1000.0,-1000.0,20.857499999999998,2171.0924999999997,-186.32999999999998,225.80000000000007,4,1.9833951320904282,100.0,VALID,False
2022-11-28 00:30:00,-28.456899,-48.972999,96.69375,94.22749999999999,0,181.94137250906246,20000.0,15.0,0.9175000000000004,1000.0,-1000.0,19.595000000000002,2162.9325,-186.32999999999998,225.80000000000007,4,1.7548854426049207,100.0,VALID,False
