DateTime,latitude,longitude,measuring,raw measuring,Hour,UPPER LIMIT,LOWER LIMIT,Diff,Max Diff,Min Diff,QTLE01,QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,% valid,Tag
2022-11-27 03:30:00,-28.456899,-48.972999,2.24125,2.4625,3,2000.0,0.0,0.12,200.0,-200.0,0.0625,4.405,-1.505,1.3499999999999996,4,0.18372874026673117,100.0,VALID
2022-11-27 04:30:00,-28.456899,-48.972999,2.3674999999999997,2.26,4,2000.0,0.0,-0.05500000000000005,200.0,-200.0,0.07,4.2250000000000005,-1.505,1.3499999999999996,4,0.09023118455759442,100.0,VALID
2022-11-27 05:30:00,-28.456899,-48.972999,2.12,1.9749999999999999,5,2000.0,0.0,-0.0924999999999998,200.0,-200.0,0.065,3.8475,-1.505,1.3499999999999996,2,0.05656854249492385,50.0,LOWSAMPLES
2022-11-27 06:30:00,-28.456899,-48.972999,2.38,2.13,6,2000.0,0.0,-0.08000000000000007,200.0,-200.0,0.0475,3.875,-1.505,1.3499999999999996,2,0.05656854249492385,50.0,LOWSAMPLES
2022-11-27 07:30:00,-28.456899,-48.972999,1.62,1.3800000000000001,7,2000.0,0.0,-0.24749999999999994,200.0,-200.0,0.105,3.165,-1.505,1.3499999999999996,4,0.3682390527904393,100.0,VALID
2022-11-27 08:30:00,-28.456899,-48.972999,1.69375,1.9625,8,2000.0,0.0,0.14625,200.0,-200.0,0.0875,3.42,-1.505,1.3499999999999996,4,0.21534371749987663,100.0,VALID
2022-11-27 09:30:00,-28.456899000000003,-48.972998999999994,2.2666666666666666,2.4933333333333336,9,2000.0,0.0,0.14500000000000002,200.0,-200.0,0.055000000000000014,5.3825,-1.505,1.3499999999999996,3,0.12691860908997285,75.0,VALID
2022-11-27 10:30:00,-28.456899,-48.972999,4.615,4.12,10,2000.0,0.0,,200.0,-200.0,0.065,5.2875000000000005,-1.505,1.3499999999999996,1,,25.0,LOWSAMPLES
2022-11-27 11:30:00,,,,,11,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-27 12:30:00,,,,,12,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-27 13:30:00,,,,,13,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-27 14:30:00,,,,,14,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-27 15:30:00,,,,,15,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-27 16:30:00,,,,,16,,,,,,,,,,0,,0.0,LOWSAMPLES
2022-11-27 17:30:00,-28.456899000000003,-48.972998999999994,2.92,1.2933333333333332,17,2000.0,0.0,-1.0099999999999998,200.0,-200.0,0.10000000000000002,5.8275,-1.505,1.3499999999999996,3,1.0262431485763985,75.0,VALID
2022-11-27 18:30:00,-28.456899,-48.972999,2.30375,2.1825,18,2000.0,0.0,0.14125000000000004,200.0,-200.0,0.0675,5.48,-1.505,1.3499999999999996,4,0.3933059665620818,100.0,VALID
2022-11-27 19:30:00,-28.456899,-48.972999,2.0637499999999998,-2498.2025000000003,19,2000.0,0.0,-0.01375000000000004,200.0,-200.0,0.17500000000000002,6.3225,-1.505,1.3499999999999996,4,0.35057987677560737,100.0,VALID
2022-11-27 20:30:00,-28.456899,-48.972999,2.3687500000000004,1.9075,20,2000.0,0.0,0.011250000000000093,200.0,-200.0,0.0925,7.67,-1.505,1.3499999999999996,4,0.06155959172487523,100.0,VALID
2022-11-27 21:30:00,-28.456899,-48.972999,2.315,2.3325,21,2000.0,0.0,-0.0050000000000001155,200.0,-200.0,0.115,9.9025,-1.505,1.3499999999999996,4,0.03937003937005902,100.0,VALID
2022-11-27 22:30:00,-28.456899,-48.972999,2.2399999999999998,-2498.3799999999997,22,2000.0,0.0,-0.07999999999999996,200.0,-200.0,0.1225,7.029999999999999,-1.505,1.3499999999999996,4,0.1555634918610402,100.0,VALID
2022-11-27 23:30:00,-28.456899,-48.972999,2.0275,2.0625,23,2000.0,0.0,0.006249999999999978,200.0,-200.0,0.12,5.005,-1.505,1.3499999999999996,4,0.02598076211353298,100.0,VALID
2022-11-28 00:30:00,-28.456899,-48.972999,1.74125,1.2875,0,2000.0,0.0,-0.16374999999999995,200.0,-200.0,0.1225,5.07,-1.505,1.3499999999999996,4,0.2656556354882513,100.0,VALID
2022-11-28 01:30:00,-28.456899,-48.972999,1.02375,1.095,1,2000.0,0.0,-0.06500000000000006,200.0,-200.0,0.1225,4.82,-1.505,1.3499999999999996,4,0.08508574106942547,100.0,VALID
2022-11-28 02:30:00,-28.456899,-48.972999,1.34125,1.2675,2,2000.0,0.0,0.09750000000000003,200.0,-200.0,0.07,4.3149999999999995,-1.505,1.3499999999999996,4,0.1362213272582529,100.0,VALID
2022-11-28 03:30:00,-28.456899,-48.972999,1.52625,1.3525,3,2000.0,0.0,0.016249999999999987,200.0,-200.0,0.0625,4.405,-1.505,1.3499999999999996,4,0.0442295150323854,100.0,VALID
2022-11-28 04:30:00,-28.456899,-48.972999,1.195,-2499.2025,4,2000.0,0.0,-0.2,200.0,-200.0,0.07,4.2250000000000005,-1.505,1.3499999999999996,4,0.39839260367967017,100.0,VALID
2022-11-28 05:30:00,-28.456899,-48.972999,0.9275,1.0,5,2000.0,0.0,0.05499999999999999,200.0,-200.0,0.065,3.8475,-1.505,1.3499999999999996,4,0.14823967080373596,100.0,VALID
2022-11-28 06:30:00,-28.456899,-48.972999,1.0862500000000002,1.2525,6,2000.0,0.0,0.07750000000000001,200.0,-200.0,0.0475,3.875,-1.505,1.3499999999999996,4,0.1652460286966074,100.0,VALID
2022-11-28 07:30:00,-28.456899,-48.972999,1.40375,-2498.6349999999998,7,2000.0,0.0,0.06375000000000003,200.0,-200.0,0.105,3.165,-1.505,1.3499999999999996,4,0.11331188522539623,100.0,VALID
