DateTime,latitude,longitude,measuring,raw measuring,Diff,UPPER LIMIT,LOWER LIMIT,Hour,GLOBAL_QTLE01,GLOBAL_QTLE99,DIFF_QTLE01,DIFF_QTLE99,Count,Std,% valid,Tag
2022-11-21 11:30:00,-28.456899,-48.972999,30.545,30.905,0.33999999999999986,85.0,-40.0,11,24.47,42.375,-0.9149999999999991,1.1149999999999949,2,0.2404163056034248,50.0,LOWSAMPLES
2022-11-21 12:30:00,-28.456899,-48.972999,31.125,31.3075,0.1512500000000001,85.0,-40.0,12,23.925,44.175,-0.6700000000000017,1.009999999999998,4,0.17874562931719457,100.0,VALID
2022-11-21 13:30:00,-28.456899,-48.972999,31.495,31.57,0.06125000000000025,85.0,-40.0,13,24.240000000000002,44.75,-1.1749999999999972,0.894999999999996,4,0.06645800679125578,100.0,VALID
2022-11-21 14:30:00,-28.456899,-48.972999,31.62,31.645000000000003,0.02999999999999936,85.0,-40.0,14,24.07,44.74,-1.2850000000000037,0.9349999999999987,2,0.0070710678118640685,50.0,LOWSAMPLES
2022-11-21 15:30:00,-28.456899,-48.972999,31.82,31.905,0.0799999999999983,85.0,-40.0,15,23.65,43.985,-1.7450000000000045,0.7349999999999994,2,0.056568542494922595,50.0,LOWSAMPLES
2022-11-21 16:30:00,-28.456899,-48.972999,31.86875,31.745,-0.011250000000000426,85.0,-40.0,16,23.6,42.66,-1.5549999999999926,0.41499999999999915,4,0.03591076904402636,100.0,VALID
2022-11-21 17:30:00,-28.456899,-48.972999,31.5225,31.46,-0.08999999999999986,85.0,-40.0,17,23.105,40.58,-1.4699999999999989,0.3949999999999996,4,0.08539125638299466,100.0,VALID
2022-11-21 18:30:00,-28.456899,-48.972999,31.4125,31.4225,-0.007499999999999396,85.0,-40.0,18,23.38,38.265,-1.5650000000000013,0.5399999999999991,4,0.008660254037843916,100.0,VALID
2022-11-21 19:30:00,-28.456899000000003,-48.972998999999994,31.488333333333333,31.543333333333333,0.03833333333333281,85.0,-40.0,19,22.975000000000005,34.375,-1.3400000000000034,0.389999999999997,3,0.05008326400438888,75.0,VALID
2022-11-21 20:30:00,-28.456899,-48.972999,31.494999999999997,31.47,,85.0,-40.0,20,22.57,32.885,-0.6400000000000006,0.20000000000000284,1,,25.0,LOWSAMPLES
