,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -19.035639194398193, 'Std': 6.743668179062997}","{'Mean': -17.96854099692827, 'Std': 7.257950468136532}","{'Mean': -22.315682013759865, 'Std': 5.498268043187821}","{'Mean': -18.578192782438, 'Std': 7.0601271844379605}"
"measuring NO2,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -20.288303592373683, 'Std': 6.532413353768075}","{'Mean': -18.3927573825257, 'Std': 7.026567210935542}","{'Mean': -22.57656652291551, 'Std': 5.867975066564721}","{'Mean': -19.3333186122923, 'Std': 6.581163962807851}"
"measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.570231112942196, 'Std': 6.687083576311118}","{'Mean': -18.077067815104588, 'Std': 8.272350539511724}","{'Mean': -21.460236375095164, 'Std': 5.862149577867672}","{'Mean': -18.528569677716728, 'Std': 7.508857730131415}"
"measuring NO2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -19.191872204801186, 'Std': 6.64699167733337}","{'Mean': -17.987074832151652, 'Std': 7.561206455459338}","{'Mean': -22.302624385275603, 'Std': 5.711002675789641}","{'Mean': -19.059798190650465, 'Std': 6.9894480862651625}"
"measuring NO2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -18.440568261898292, 'Std': 7.530415541941294}","{'Mean': -17.893775264233835, 'Std': 7.60522973905035}","{'Mean': -21.728484157683837, 'Std': 6.252358294279978}","{'Mean': -18.56516058481582, 'Std': 7.356757566847188}"
"measuring NO2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.169683107540674, 'Std': 6.821318472111178}","{'Mean': -18.054944111688624, 'Std': 7.545865910683741}","{'Mean': -21.764011253140335, 'Std': 5.452934679668666}","{'Mean': -19.117731847543826, 'Std': 6.960320917016482}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -19.86461458821006, 'Std': 6.635163510628462}","{'Mean': -17.906311139852487, 'Std': 7.288461795415908}","{'Mean': -21.929940042864253, 'Std': 6.156503539888421}","{'Mean': -18.492070500344386, 'Std': 7.075672617540573}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -19.869225974929417, 'Std': 6.789878529129832}","{'Mean': -17.88794683763649, 'Std': 7.2962953252911715}","{'Mean': -22.224180353505623, 'Std': 5.3225013840004545}","{'Mean': -18.51165074225999, 'Std': 7.05080931274557}"
"measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -20.365910476798177, 'Std': 6.875097561270489}","{'Mean': -18.2285389527144, 'Std': 7.097186194371595}","{'Mean': -23.318010883934917, 'Std': 5.6656785675396995}","{'Mean': -19.484019655103126, 'Std': 6.393168206349424}"
"measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -18.661134543935624, 'Std': 6.807815651568695}","{'Mean': -17.98783385852987, 'Std': 7.2498780053794}","{'Mean': -21.958935941960846, 'Std': 5.364063291587904}","{'Mean': -18.554045867751988, 'Std': 7.008878673875305}"
"measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -19.340283942570927, 'Std': 6.700862336572808}","{'Mean': -18.37024434901112, 'Std': 7.037300028462697}","{'Mean': -22.53245882606074, 'Std': 5.320330934169429}","{'Mean': -19.409000047927112, 'Std': 6.4393229837738515}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -19.400743226198024, 'Std': 6.836006021426504}","{'Mean': -18.19855142839992, 'Std': 8.150542932608602}","{'Mean': -20.944920536153365, 'Std': 5.766008188333364}","{'Mean': -18.19903705204244, 'Std': 7.3842135951913415}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -19.75924071969849, 'Std': 6.5568077458744565}","{'Mean': -18.01865616575744, 'Std': 7.575652583803134}","{'Mean': -20.947296861184164, 'Std': 5.853417734491459}","{'Mean': -19.05208441024164, 'Std': 6.90693573179135}"
"measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -18.602789863683512, 'Std': 7.203106079012153}","{'Mean': -17.905427903730164, 'Std': 7.629527001239244}","{'Mean': -21.485312412041914, 'Std': 6.550389775220042}","{'Mean': -18.837487977680667, 'Std': 7.08954508123606}"
"measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.072173455785965, 'Std': 8.483952411496878}","{'Mean': -18.087766416474665, 'Std': 7.555107607468289}","{'Mean': -21.258991767396235, 'Std': 6.075836548019919}","{'Mean': -19.136308335044074, 'Std': 6.827976695491489}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -19.18677781566184, 'Std': 6.740694806889103}","{'Mean': -17.907556348822713, 'Std': 7.2804356761026865}","{'Mean': -21.605535504234364, 'Std': 6.013461796275783}","{'Mean': -18.554136968398115, 'Std': 7.014556866295483}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -18.67434693647295, 'Std': 7.288039847282326}","{'Mean': -18.315652359090176, 'Std': 7.05171179908767}","{'Mean': -22.108045899021732, 'Std': 6.088585172917202}","{'Mean': -19.445650022117814, 'Std': 6.456510115515811}"
"measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -20.373438931039402, 'Std': 6.158270852726569}","{'Mean': -18.24793622274013, 'Std': 7.096682386536534}","{'Mean': -22.49250907552439, 'Std': 5.908917263062559}","{'Mean': -19.55212054439248, 'Std': 6.3933430787099965}"
"measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.01642825524934, 'Std': 6.789055100951322}","{'Mean': -18.376676749430636, 'Std': 7.0422143124705965}","{'Mean': -21.801671108202747, 'Std': 5.550231507825317}","{'Mean': -19.50482679993636, 'Std': 6.419300987252934}"
"measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -18.782098671469374, 'Std': 7.002225166893825}","{'Mean': -18.002624424942855, 'Std': 7.56592585230542}","{'Mean': -21.43496363266615, 'Std': 5.983639355576866}","{'Mean': -19.191462977971927, 'Std': 6.837136650439263}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,","{'Mean': -20.64285883564201, 'Std': 7.210676922859754}","{'Mean': -17.81076919843599, 'Std': 7.369289238926506}","{'Mean': -20.882229243435113, 'Std': 6.025923724982636}","{'Mean': -17.758027396609485, 'Std': 7.407105428313148}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,","{'Mean': -19.301380070309378, 'Std': 6.843779125498844}","{'Mean': -17.977671673882035, 'Std': 7.347878745340109}","{'Mean': -22.6880790668839, 'Std': 5.409720536995508}","{'Mean': -17.785795676671384, 'Std': 7.38290261658513}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,","{'Mean': -19.867523334697694, 'Std': 7.0370918698424}","{'Mean': -18.386780497473453, 'Std': 8.231454072900032}","{'Mean': -21.398549590810127, 'Std': 5.9368465691698225}","{'Mean': -17.504786645818296, 'Std': 7.757563952068146}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,","{'Mean': -20.3182519884452, 'Std': 7.958690946600463}","{'Mean': -18.460511671590314, 'Std': 8.372227133727268}","{'Mean': -20.885216233595543, 'Std': 7.079424670858688}","{'Mean': -17.299609859145935, 'Std': 8.068620007252585}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,temperature,","{'Mean': -18.96806921820449, 'Std': 8.48266626126254}","{'Mean': -18.029200613416712, 'Std': 7.660388169209212}","{'Mean': -22.551021328996125, 'Std': 6.337666178365064}","{'Mean': -18.127840588861464, 'Std': 7.434782747933827}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,","{'Mean': -19.73030826047646, 'Std': 7.488596498798511}","{'Mean': -18.477273928599608, 'Std': 8.161226604833884}","{'Mean': -20.988734987856283, 'Std': 5.765728392150907}","{'Mean': -17.513410260722218, 'Std': 7.751722105452652}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,temperature,","{'Mean': -19.54597650481153, 'Std': 6.7177867403565426}","{'Mean': -18.24858390285864, 'Std': 7.6082905477530165}","{'Mean': -21.56718337094737, 'Std': 5.58497997297007}","{'Mean': -18.364246888554646, 'Std': 7.220661888925113}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -19.69810286370915, 'Std': 6.580342282890123}","{'Mean': -17.729535410281024, 'Std': 7.3626923091950225}","{'Mean': -22.735098406543727, 'Std': 5.987176980032185}","{'Mean': -17.767082425800975, 'Std': 7.392055709577397}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -20.05515503382336, 'Std': 6.575809384261013}","{'Mean': -17.613880781057066, 'Std': 7.384259308450514}","{'Mean': -21.254809614338846, 'Std': 5.959325944027567}","{'Mean': -17.777839020899723, 'Std': 7.392815552859109}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -19.925304857531682, 'Std': 6.5505774591568064}","{'Mean': -17.88911731620694, 'Std': 7.171060440078235}","{'Mean': -22.903929975243248, 'Std': 6.507435901185279}","{'Mean': -18.5681361591032, 'Std': 6.916469738944034}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -19.32497066732432, 'Std': 6.644469376753399}","{'Mean': -17.73512219400859, 'Std': 7.357134212792715}","{'Mean': -22.335778700303425, 'Std': 5.486151766231113}","{'Mean': -17.80168894926989, 'Std': 7.367018992946315}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -19.92019372662822, 'Std': 6.3657517783258255}","{'Mean': -17.99877363687809, 'Std': 7.131662222726666}","{'Mean': -22.576540911065244, 'Std': 5.867947881495565}","{'Mean': -18.558032041863463, 'Std': 6.928901530938978}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.32318607483807, 'Std': 6.739985745650729}","{'Mean': -18.107677769658157, 'Std': 8.211113073108063}","{'Mean': -21.597938291974863, 'Std': 5.765697484026083}","{'Mean': -17.507387258141534, 'Std': 7.74984479127205}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -19.5880784332586, 'Std': 6.508338650700906}","{'Mean': -17.939774790622828, 'Std': 7.632294710320224}","{'Mean': -22.327825819919816, 'Std': 5.700490830916591}","{'Mean': -18.77880538761304, 'Std': 7.080606120977126}"
"measuring CO,measuring NO2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -19.270519346873982, 'Std': 7.359698617143215}","{'Mean': -17.789232152314618, 'Std': 7.682097737333684}","{'Mean': -21.592467600304296, 'Std': 6.442291587334636}","{'Mean': -18.63174199878726, 'Std': 7.300724511413147}"
"measuring CO,measuring NO2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.315378731214917, 'Std': 6.825119638543621}","{'Mean': -17.938415583005153, 'Std': 7.635136278079729}","{'Mean': -21.764011253140335, 'Std': 5.452934679668666}","{'Mean': -18.820138601338247, 'Std': 7.054828626539838}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -19.174895760484237, 'Std': 6.842999817015733}","{'Mean': -18.017123035252418, 'Std': 7.355483693424744}","{'Mean': -21.967895100741764, 'Std': 6.160967505371759}","{'Mean': -17.562253090067742, 'Std': 7.249002655733016}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -20.129708705712687, 'Std': 6.857788055284763}","{'Mean': -17.829542755349753, 'Std': 7.374122070729966}","{'Mean': -21.829150998307977, 'Std': 5.596464659968159}","{'Mean': -17.592446656331937, 'Std': 7.231264336364207}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -19.640029261510414, 'Std': 6.6740749785713405}","{'Mean': -18.07203501765232, 'Std': 7.1619010522909425}","{'Mean': -23.34172697003215, 'Std': 5.676027458251378}","{'Mean': -18.395842448363965, 'Std': 6.719196897904389}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -18.515448130831434, 'Std': 6.932310979315519}","{'Mean': -18.04331824294806, 'Std': 7.342569474420477}","{'Mean': -22.040728909994566, 'Std': 5.309600837595157}","{'Mean': -17.60913575958603, 'Std': 7.217609191443348}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -19.821146942468523, 'Std': 6.400534159253027}","{'Mean': -18.267784330346167, 'Std': 7.117031400953026}","{'Mean': -22.532425759485314, 'Std': 5.320360433948895}","{'Mean': -18.3647260470754, 'Std': 6.750880870795305}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.259290406158172, 'Std': 6.391348699603151}","{'Mean': -18.479505546962194, 'Std': 8.200317010473572}","{'Mean': -20.99362588019518, 'Std': 5.722954577009251}","{'Mean': -17.348526225706276, 'Std': 7.476397731846768}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -19.807274661538134, 'Std': 6.562172670769141}","{'Mean': -18.284203857652596, 'Std': 7.62812889904223}","{'Mean': -20.9756710527624, 'Std': 5.834209062555629}","{'Mean': -18.307219875901133, 'Std': 6.950948348577046}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -19.304410277298523, 'Std': 7.071210159795781}","{'Mean': -18.026779249967372, 'Std': 7.683103174339803}","{'Mean': -21.494573387145014, 'Std': 6.606243921532959}","{'Mean': -18.194108782332258, 'Std': 7.120588401535899}"
"measuring CO,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -18.678019108049547, 'Std': 7.9768890944417725}","{'Mean': -18.286979522464218, 'Std': 7.624903649701933}","{'Mean': -21.258885791283138, 'Std': 6.075808781861007}","{'Mean': -18.362582156157565, 'Std': 6.920209069767919}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.06082277845139, 'Std': 6.57643293064682}","{'Mean': -17.79692810995291, 'Std': 7.349800919623966}","{'Mean': -21.601710832993646, 'Std': 6.017847963707493}","{'Mean': -17.59484573782418, 'Std': 7.223949742797361}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -20.15718911164121, 'Std': 6.423468776776333}","{'Mean': -18.053082652131373, 'Std': 7.12574358673194}","{'Mean': -22.10787858077213, 'Std': 6.088590171576435}","{'Mean': -18.5540547219855, 'Std': 6.65883112864452}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -19.0025514348061, 'Std': 6.797421172532253}","{'Mean': -17.89988282536219, 'Std': 7.1826141664751}","{'Mean': -22.49079594274259, 'Std': 5.90601205449053}","{'Mean': -18.64042178965104, 'Std': 6.610292245512906}"
"measuring CO,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -18.69954629345202, 'Std': 6.9773801275183205}","{'Mean': -18.040417376511595, 'Std': 7.13189044343784}","{'Mean': -21.80164269292864, 'Std': 5.550178193480065}","{'Mean': -18.60415473765413, 'Std': 6.635660448752638}"
"measuring CO,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.748161663959973, 'Std': 6.516483689861107}","{'Mean': -17.998847701416494, 'Std': 7.637085375022206}","{'Mean': -21.434254525404256, 'Std': 5.984342883607096}","{'Mean': -18.868216643424553, 'Std': 6.771436195247554}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -20.60259094104563, 'Std': 6.484601707277488}","{'Mean': -17.9495576930784, 'Std': 7.263732323589317}","{'Mean': -22.841322089643626, 'Std': 6.030629494791719}","{'Mean': -18.552139441786892, 'Std': 7.0933228934534345}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -21.27309736165085, 'Std': 8.717666608087534}","{'Mean': -17.936518010969145, 'Std': 7.270201791697675}","{'Mean': -21.48105016114978, 'Std': 5.712307154374245}","{'Mean': -18.510094674057115, 'Std': 7.11778767422401}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -21.399954622677097, 'Std': 7.870081445291777}","{'Mean': -18.277356628656783, 'Std': 7.072406478464213}","{'Mean': -22.97017613773539, 'Std': 6.32051024142048}","{'Mean': -19.320857089651938, 'Std': 6.573309097057645}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -19.317262428526444, 'Std': 6.837757918247552}","{'Mean': -18.04119970180091, 'Std': 7.222723483748678}","{'Mean': -22.41357658516739, 'Std': 5.579396114965245}","{'Mean': -18.59006772089076, 'Std': 7.0609212381670305}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -20.34195608703401, 'Std': 7.112031504179653}","{'Mean': -18.42447147422659, 'Std': 7.010530901685767}","{'Mean': -22.751913959738918, 'Std': 5.686258912658157}","{'Mean': -19.326858261266096, 'Std': 6.58593125342429}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -21.234510642894776, 'Std': 6.9257632132167215}","{'Mean': -18.228314751848274, 'Std': 8.131798392671328}","{'Mean': -21.63864756135339, 'Std': 5.842481180295601}","{'Mean': -18.432400238095624, 'Std': 7.542817247572805}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -20.89366376859738, 'Std': 7.153550331300068}","{'Mean': -18.04744789171754, 'Std': 7.543315497777248}","{'Mean': -22.24772331042097, 'Std': 5.822548833726801}","{'Mean': -19.016873714044845, 'Std': 7.001426208752479}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -19.721490907767947, 'Std': 7.453268731947164}","{'Mean': -17.94622317172845, 'Std': 7.593696092719718}","{'Mean': -21.7361290554657, 'Std': 6.1747428860896525}","{'Mean': -18.559877294066474, 'Std': 7.333954333248591}"
"measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.596553435413117, 'Std': 6.652033940596783}","{'Mean': -18.125000112450646, 'Std': 7.523047173780476}","{'Mean': -21.56253265860701, 'Std': 5.556083224309837}","{'Mean': -19.07349554604755, 'Std': 6.973549813014709}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.52594062955925, 'Std': 6.342473362618681}","{'Mean': -17.95232992330407, 'Std': 7.255286534656949}","{'Mean': -22.717377489748657, 'Std': 5.939706830561275}","{'Mean': -18.558679423280957, 'Std': 7.072399305997448}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -21.11699535558154, 'Std': 6.0450748059172925}","{'Mean': -18.360188029948112, 'Std': 7.027993158384927}","{'Mean': -23.452314859575957, 'Std': 5.999785633586513}","{'Mean': -19.321393682192365, 'Std': 6.592693601880516}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -19.38890143949093, 'Std': 7.022708506642054}","{'Mean': -18.29700284635343, 'Std': 7.072631502045071}","{'Mean': -23.17708142698181, 'Std': 6.402565029784639}","{'Mean': -19.360109466940195, 'Std': 6.562471467546242}"
"measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.23392546193483, 'Std': 6.189157386822871}","{'Mean': -18.43101450660299, 'Std': 7.017360903574629}","{'Mean': -22.56052387512661, 'Std': 5.755154849956259}","{'Mean': -19.370417736335476, 'Std': 6.569914770415455}"
"measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.484974466995304, 'Std': 6.602330637624194}","{'Mean': -18.030379717758866, 'Std': 7.534760673165658}","{'Mean': -22.330204511538277, 'Std': 5.704198272834907}","{'Mean': -19.102917057816548, 'Std': 6.967965035803858}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -20.76167001471965, 'Std': 6.74199401556455}","{'Mean': -17.964129944001982, 'Std': 7.257238352109752}","{'Mean': -21.914389832046872, 'Std': 6.06362379853825}","{'Mean': -18.535489107418535, 'Std': 7.024703221160187}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -20.777426744593228, 'Std': 6.603921084268274}","{'Mean': -18.338214094786302, 'Std': 7.040563649511412}","{'Mean': -22.484375646358835, 'Std': 6.208156660563337}","{'Mean': -19.39862021196354, 'Std': 6.45514966134813}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -20.341045917686916, 'Std': 6.986877741418133}","{'Mean': -18.271953081329507, 'Std': 7.0854708085433655}","{'Mean': -23.519405892148747, 'Std': 5.870280875263519}","{'Mean': -19.518633794233374, 'Std': 6.375924030396498}"
"measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.330188739335103, 'Std': 6.771642063475433}","{'Mean': -18.41189186593609, 'Std': 7.026351453727712}","{'Mean': -22.541609707145344, 'Std': 5.152137758587023}","{'Mean': -19.45666668489679, 'Std': 6.420920713327284}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.84499244797654, 'Std': 6.574190209907957}","{'Mean': -18.062451768975656, 'Std': 7.552067623926234}","{'Mean': -21.379874258249483, 'Std': 5.968302743302065}","{'Mean': -19.11887436505353, 'Std': 6.837636766192824}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.230176534802748, 'Std': 6.98261897377686}","{'Mean': -18.35663041119838, 'Std': 7.03920951394132}","{'Mean': -21.983549146820142, 'Std': 5.912041714249131}","{'Mean': -19.490310497146872, 'Std': 6.43297821236635}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -21.206154614451368, 'Std': 8.979686946124096}","{'Mean': -18.003917152137113, 'Std': 7.3344438871524}","{'Mean': -22.84131697277113, 'Std': 6.017255274534068}","{'Mean': -17.79075727389989, 'Std': 7.383492162842907}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -20.61841115090568, 'Std': 7.431650841102808}","{'Mean': -17.849719414468275, 'Std': 7.349724749451329}","{'Mean': -21.478368349599823, 'Std': 5.7136104844117535}","{'Mean': -17.802365167714783, 'Std': 7.381783994082603}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -21.512667396468434, 'Std': 7.179265891921396}","{'Mean': -18.096472171329587, 'Std': 7.137668554332075}","{'Mean': -22.99362140692481, 'Std': 6.336729602054574}","{'Mean': -18.470150468319503, 'Std': 6.976556738861526}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -19.274753495658935, 'Std': 7.169140704326036}","{'Mean': -18.02927241185943, 'Std': 7.322474996528739}","{'Mean': -22.46896143871792, 'Std': 5.542047701612238}","{'Mean': -17.82447799492229, 'Std': 7.35670960256627}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -20.003597045694132, 'Std': 6.937350831970485}","{'Mean': -18.258503831682077, 'Std': 7.098639824350116}","{'Mean': -22.751874043932354, 'Std': 5.686283469053927}","{'Mean': -18.465607534568342, 'Std': 6.986329255520178}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -21.67076937638758, 'Std': 6.648910166224637}","{'Mean': -18.471069867614396, 'Std': 8.180123598590008}","{'Mean': -21.636096509309343, 'Std': 5.845371687440213}","{'Mean': -17.517018504077864, 'Std': 7.751516438186804}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -20.756023187328843, 'Std': 6.207456181290992}","{'Mean': -18.264821001270025, 'Std': 7.596848759059814}","{'Mean': -22.272627387284935, 'Std': 5.813565239303742}","{'Mean': -18.36143583304537, 'Std': 7.2215283813194695}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -19.253458025431083, 'Std': 6.986962708037729}","{'Mean': -18.047145095697868, 'Std': 7.647578517079174}","{'Mean': -21.75708789058988, 'Std': 6.233976285272749}","{'Mean': -18.156261522543122, 'Std': 7.418649612753823}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.0889612432533, 'Std': 6.634782310766621}","{'Mean': -18.26657183068078, 'Std': 7.5963713643678235}","{'Mean': -21.53885728270121, 'Std': 5.564938003805477}","{'Mean': -18.40145246408802, 'Std': 7.199674244403104}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -19.87142844034133, 'Std': 6.492829964004289}","{'Mean': -17.778410550141512, 'Std': 7.333726509094542}","{'Mean': -22.709056274331566, 'Std': 5.947237913449595}","{'Mean': -17.804101649759684, 'Std': 7.366239205912248}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -19.781153947001286, 'Std': 6.729352283182274}","{'Mean': -18.04058971630071, 'Std': 7.111178460767453}","{'Mean': -23.452314859575957, 'Std': 5.999785633586513}","{'Mean': -18.56066004615404, 'Std': 6.928899565508018}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -20.344978752979404, 'Std': 6.586615795800516}","{'Mean': -17.91622167983437, 'Std': 7.163182924676901}","{'Mean': -23.176480032241436, 'Std': 6.401643796583096}","{'Mean': -18.59369527970305, 'Std': 6.905011221981886}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -20.16933353106689, 'Std': 6.322042718251716}","{'Mean': -18.029210545962567, 'Std': 7.119837092101768}","{'Mean': -22.56052387512661, 'Std': 5.755154849956259}","{'Mean': -18.59157724321421, 'Std': 6.910924475504319}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -19.613567769144275, 'Std': 6.62593724171675}","{'Mean': -17.973475398682588, 'Std': 7.613799987044452}","{'Mean': -22.330247857277563, 'Std': 5.704156837391287}","{'Mean': -18.818286145173964, 'Std': 7.055542972168844}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -19.456598164224033, 'Std': 6.745727738861638}","{'Mean': -18.068217194280088, 'Std': 7.330557567182591}","{'Mean': -21.910245309844637, 'Std': 6.066636429927252}","{'Mean': -17.607774066492134, 'Std': 7.210298638421668}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -19.062878951420323, 'Std': 7.143243825476606}","{'Mean': -18.29271731963692, 'Std': 7.105921277833963}","{'Mean': -22.48434167166474, 'Std': 6.20816405821066}","{'Mean': -18.352295158339636, 'Std': 6.756507676804147}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -20.019772376733815, 'Std': 6.819396526365242}","{'Mean': -18.102299110351122, 'Std': 7.152265639132985}","{'Mean': -23.550654115669168, 'Std': 5.87995818259024}","{'Mean': -18.420234784092724, 'Std': 6.719757787467086}"
