,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring NO2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.4755888681701341, 'Std': 0.539058847547849}","{'Mean': -0.19126510789309975, 'Std': 0.3412358606629206}","{'Mean': -1.5258300981048862, 'Std': 1.9153478673401017}","{'Mean': -0.4630760384326079, 'Std': 0.6106871677215046}"
"measuring NO2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.2747171160416057, 'Std': 0.36015200077493104}","{'Mean': -0.17459161181849048, 'Std': 0.3302800580462923}","{'Mean': -1.16666865313054, 'Std': 1.2601876887857324}","{'Mean': -0.3496078422980885, 'Std': 0.5744796053910711}"
"measuring NO2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.47719509214247785, 'Std': 0.603940680605051}","{'Mean': -0.20198935705089158, 'Std': 0.350262378760557}","{'Mean': -1.371582761130589, 'Std': 1.703794021242488}","{'Mean': -0.4798588969189096, 'Std': 0.6324940466278279}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -0.6733114078365414, 'Std': 0.813882841925187}","{'Mean': -0.21495857590546966, 'Std': 0.3846557588496789}","{'Mean': -1.628919024991302, 'Std': 2.276987945178154}","{'Mean': -0.32616544463688135, 'Std': 0.4427626813535186}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -0.7381168982174598, 'Std': 1.0290495869801588}","{'Mean': -0.21168747754338071, 'Std': 0.3816709799772167}","{'Mean': -1.3055635137579866, 'Std': 1.2825598458437548}","{'Mean': -0.33180252797714166, 'Std': 0.4510305753132673}"
"measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -0.9475830001545116, 'Std': 1.3721885550672515}","{'Mean': -0.29777809776352027, 'Std': 0.4740340877446398}","{'Mean': -2.1899679585097815, 'Std': 3.030745598244566}","{'Mean': -0.619797687425024, 'Std': 0.7927966696511337}"
"measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.40468254113234814, 'Std': 0.575060001033819}","{'Mean': -0.22581750333059974, 'Std': 0.37502997191809484}","{'Mean': -1.378521662464448, 'Std': 1.72649838346146}","{'Mean': -0.3480239340113754, 'Std': 0.47866665347951076}"
"measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.5408762732299525, 'Std': 0.6742952621143102}","{'Mean': -0.3193048833471896, 'Std': 0.46955900303129294}","{'Mean': -1.6435946355810416, 'Std': 2.083684566065121}","{'Mean': -0.5959781051652795, 'Std': 0.7616972873781833}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.5980101072013524, 'Std': 0.8192631356703617}","{'Mean': -0.18802266723245792, 'Std': 0.24796718346315993}","{'Mean': -1.1207414061808747, 'Std': 1.473402314242875}","{'Mean': -0.2868734226673192, 'Std': 0.5577630128816811}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.6943613109600635, 'Std': 0.8893157725266294}","{'Mean': -0.19417174164214487, 'Std': 0.34546941560058647}","{'Mean': -1.274101844541803, 'Std': 1.7109107673630188}","{'Mean': -0.46504414651650433, 'Std': 0.6353833400313059}"
"measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.3646800107923742, 'Std': 0.5620873556934425}","{'Mean': -0.17349625504943317, 'Std': 0.33163269384541905}","{'Mean': -1.149606029098584, 'Std': 1.3330391611972368}","{'Mean': -0.4221968132044565, 'Std': 0.6415154651457012}"
"measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.35810924489004503, 'Std': 0.4339457567660208}","{'Mean': -0.20583540733150216, 'Std': 0.35554090267006966}","{'Mean': -1.1058486792426916, 'Std': 1.2771633551947088}","{'Mean': -0.4928450715080773, 'Std': 0.6661080227044439}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.5317957973662496, 'Std': 0.7118471491319942}","{'Mean': -0.21454568978681357, 'Std': 0.3817938747948934}","{'Mean': -1.432089261946884, 'Std': 1.912545486576681}","{'Mean': -0.350190767128797, 'Std': 0.48534415258684255}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.42266736043832476, 'Std': 0.7582626350513356}","{'Mean': -0.31313564308494407, 'Std': 0.4777479632205119}","{'Mean': -1.5991168338816686, 'Std': 2.096339047927884}","{'Mean': -0.6098518556752396, 'Std': 0.7844455333324033}"
"measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.92836100858893, 'Std': 1.1952035898557043}","{'Mean': -0.29873984840204504, 'Std': 0.46992307714835474}","{'Mean': -1.6096598438774599, 'Std': 2.0085864651040497}","{'Mean': -0.6422822100957493, 'Std': 0.8225279696798875}"
"measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.4776229085904502, 'Std': 0.6782569754880022}","{'Mean': -0.31768843862358864, 'Std': 0.4630749717757578}","{'Mean': -1.3805134105221684, 'Std': 1.6637239026552189}","{'Mean': -0.6292027645714053, 'Std': 0.8078316249212969}"
"measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.4122119080534722, 'Std': 0.5711988043847316}","{'Mean': -0.19162713018122768, 'Std': 0.3371227107679449}","{'Mean': -1.3222231709219439, 'Std': 1.6806336090047156}","{'Mean': -0.508320017522833, 'Std': 0.6834603980956621}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,","{'Mean': -0.9342269771911272, 'Std': 1.2632735842557254}","{'Mean': -0.16383777622287585, 'Std': 0.2666609981050992}","{'Mean': -1.0347108688804358, 'Std': 1.2387937782532614}","{'Mean': -0.18256392764772594, 'Std': 0.35060545919083624}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,","{'Mean': -0.5122464738196248, 'Std': 0.6279136616653649}","{'Mean': -0.18543697191451208, 'Std': 0.2630621132673714}","{'Mean': -1.6529964990419799, 'Std': 2.1337423608182062}","{'Mean': -0.19302016313241027, 'Std': 0.3696333979436865}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,","{'Mean': -0.6171830987489366, 'Std': 0.6973480352141735}","{'Mean': -0.19369133257888638, 'Std': 0.29062370431410667}","{'Mean': -1.1453951752398752, 'Std': 1.3997794752576342}","{'Mean': -0.14747396907024934, 'Std': 0.4427227287408704}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,","{'Mean': -0.6300520277288018, 'Std': 0.6503216769375046}","{'Mean': -0.19728245082419987, 'Std': 0.31673175240919654}","{'Mean': -0.7603320953513041, 'Std': 0.6763429596499718}","{'Mean': -0.054592310191872204, 'Std': 0.19466847276333205}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,temperature,","{'Mean': -0.333964048537304, 'Std': 0.4091012528482832}","{'Mean': -0.16026101878741386, 'Std': 0.21969762648309288}","{'Mean': -1.4780937771043043, 'Std': 1.6550426456512513}","{'Mean': -0.25067220125829526, 'Std': 0.46464958064649525}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,","{'Mean': -0.46487834886243584, 'Std': 0.39721204770475976}","{'Mean': -0.20791896584570768, 'Std': 0.2772920331857181}","{'Mean': -1.1499363512941536, 'Std': 1.6773679639560108}","{'Mean': -0.15142473551095187, 'Std': 0.4537748717345765}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,temperature,","{'Mean': -0.5703746160623766, 'Std': 0.6608575580903099}","{'Mean': -0.19378003312004438, 'Std': 0.23590711939572695}","{'Mean': -1.3154277926023428, 'Std': 1.6342011054805523}","{'Mean': -0.3097458489637389, 'Std': 0.4866874933493111}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -0.6383261772409092, 'Std': 0.8078629929895896}","{'Mean': -0.1521572129836982, 'Std': 0.25926976698740495}","{'Mean': -1.756338749504021, 'Std': 2.4032760507758626}","{'Mean': -0.19016910575596627, 'Std': 0.36983802772253854}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -0.7792221212433794, 'Std': 0.9864881585097723}","{'Mean': -0.13627417987288248, 'Std': 0.25916642030764214}","{'Mean': -1.1644090807571523, 'Std': 1.4122413129044262}","{'Mean': -0.1890158689253401, 'Std': 0.36174261958087806}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -0.7328561169991774, 'Std': 0.9355165928900977}","{'Mean': -0.20936081370523932, 'Std': 0.3647505347856264}","{'Mean': -2.1958109331371745, 'Std': 3.337099800036696}","{'Mean': -0.3819704734144668, 'Std': 0.5560870125359159}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.5722456805345137, 'Std': 0.8219410750796451}","{'Mean': -0.1500897008457581, 'Std': 0.24300167681313256}","{'Mean': -1.5109946103845828, 'Std': 1.8823523510290363}","{'Mean': -0.1995997103226228, 'Std': 0.38339692837761163}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.7713428057682116, 'Std': 1.0481610501689504}","{'Mean': -0.22280483394452216, 'Std': 0.35031537570157883}","{'Mean': -1.7698590613548835, 'Std': 2.488236681751711}","{'Mean': -0.3806173731662295, 'Std': 0.5571207707472748}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.7128632597785074, 'Std': 0.7978052783573494}","{'Mean': -0.146194833429995, 'Std': 0.21602302947002863}","{'Mean': -1.193747633859449, 'Std': 1.459075649028605}","{'Mean': -0.15037387546285044, 'Std': 0.4523187069771078}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.5819628078438083, 'Std': 0.662297708976331}","{'Mean': -0.1515590692383429, 'Std': 0.22279143024567705}","{'Mean': -1.5288075342831757, 'Std': 1.9132498477687334}","{'Mean': -0.36745690754157767, 'Std': 0.46043290215966504}"
"measuring CO,measuring NO2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.51427314321302, 'Std': 0.8333707149963887}","{'Mean': -0.1289235963882316, 'Std': 0.21640157261412193}","{'Mean': -1.1044414650203147, 'Std': 1.184788979679506}","{'Mean': -0.32632793097291646, 'Std': 0.4594148382002874}"
"measuring CO,measuring NO2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.48803333902332413, 'Std': 0.5572848039036928}","{'Mean': -0.15176323733178215, 'Std': 0.2287851904648289}","{'Mean': -1.371582761130589, 'Std': 1.703794021242488}","{'Mean': -0.3782297306604178, 'Std': 0.47272972400278923}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -0.5162622528592188, 'Std': 0.688579221536556}","{'Mean': -0.19044094589929456, 'Std': 0.26456359892773296}","{'Mean': -1.632755856509002, 'Std': 2.2743928580056214}","{'Mean': -0.15814698306326633, 'Std': 0.33623182446771294}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -0.8281806208159314, 'Std': 1.1695906833687781}","{'Mean': -0.16224253214609013, 'Std': 0.2491786336610212}","{'Mean': -1.241954674284024, 'Std': 1.33474112119271}","{'Mean': -0.16445899784238324, 'Std': 0.34245660901130653}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -0.7019144339075128, 'Std': 0.9730549750884957}","{'Mean': -0.23044852682466935, 'Std': 0.3496608905391988}","{'Mean': -2.206149066986203, 'Std': 3.0611486773285628}","{'Mean': -0.36960114462954613, 'Std': 0.5717286842148777}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.35901538813379885, 'Std': 0.5152965308361535}","{'Mean': -0.19109460817064344, 'Std': 0.2484460576224899}","{'Mean': -1.3912234660358105, 'Std': 1.7181327872120762}","{'Mean': -0.17072182438906675, 'Std': 0.35405092053006165}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.6459471587070285, 'Std': 0.7385848028682505}","{'Mean': -0.25780137071320564, 'Std': 0.3442082876084489}","{'Mean': -1.6435839462673472, 'Std': 2.0836820506418956}","{'Mean': -0.36110185011139995, 'Std': 0.5632094802875167}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.9178883482396385, 'Std': 1.3146284518267777}","{'Mean': -0.2063151241396822, 'Std': 0.2861223104574173}","{'Mean': -1.1283226364896093, 'Std': 1.4714259036629591}","{'Mean': -0.1299797400914951, 'Std': 0.4135668850999569}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.6875492155088662, 'Std': 0.8564247496483455}","{'Mean': -0.19706827438193655, 'Std': 0.23690987820431614}","{'Mean': -1.2769358586199782, 'Std': 1.70849623455983}","{'Mean': -0.3149058843399581, 'Std': 0.5060195244365251}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.5643084769545867, 'Std': 0.8741375031633933}","{'Mean': -0.15760285811687652, 'Std': 0.2175842621086033}","{'Mean': -1.1506161015505536, 'Std': 1.337256419525621}","{'Mean': -0.28456934522610877, 'Std': 0.5104098912818811}"
"measuring CO,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.30521227303507337, 'Std': 0.41424332197730185}","{'Mean': -0.19705826797361897, 'Std': 0.23606888370041032}","{'Mean': -1.1058154539972411, 'Std': 1.2771212617592371}","{'Mean': -0.3305080170298341, 'Std': 0.5264466876594791}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.7389307564572422, 'Std': 0.9039326964998751}","{'Mean': -0.15894260032758573, 'Std': 0.24557273253551828}","{'Mean': -1.4307228910524976, 'Std': 1.9110916162905403}","{'Mean': -0.16746224774538238, 'Std': 0.3503771619531468}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.791194795064665, 'Std': 0.9663857873114172}","{'Mean': -0.23100359461476008, 'Std': 0.3536125011074191}","{'Mean': -1.599060111982394, 'Std': 2.0963088123092284}","{'Mean': -0.3845056016338651, 'Std': 0.5427855587363617}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.502545559720547, 'Std': 0.728890881671273}","{'Mean': -0.20598846661498954, 'Std': 0.34938413056523826}","{'Mean': -1.6091600797853842, 'Std': 2.0077207433925466}","{'Mean': -0.4040105895454592, 'Std': 0.5584800686303909}"
"measuring CO,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.39221750215118895, 'Std': 0.5690488987182712}","{'Mean': -0.22487589132563057, 'Std': 0.33744724985693236}","{'Mean': -1.3805117579705357, 'Std': 1.6637253366980014}","{'Mean': -0.3974401432752223, 'Std': 0.5572612464281259}"
"measuring CO,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.6446640347858557, 'Std': 0.7707201134023285}","{'Mean': -0.15877589631890862, 'Std': 0.22489335277409933}","{'Mean': -1.322126831275124, 'Std': 1.6807063744857373}","{'Mean': -0.4029168105876077, 'Std': 0.5020506992628024}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -0.8422660079228965, 'Std': 0.9388494696278341}","{'Mean': -0.22569496282353815, 'Std': 0.39947681282550956}","{'Mean': -1.843046472371076, 'Std': 2.5379987287998276}","{'Mean': -0.3461332505668822, 'Std': 0.48482833565902395}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -0.8823899082412755, 'Std': 1.0114484483510255}","{'Mean': -0.2234710133340701, 'Std': 0.39739398459467523}","{'Mean': -1.2278335490240295, 'Std': 1.4510649696455225}","{'Mean': -0.33159522242873224, 'Std': 0.46139851229572315}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -1.1480042613032888, 'Std': 1.5344902875576247}","{'Mean': -0.3099626133622431, 'Std': 0.4883235638131106}","{'Mean': -2.1358447493115826, 'Std': 3.145459681882387}","{'Mean': -0.5724251347769719, 'Std': 0.7553155580785265}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.511537387173667, 'Std': 0.6180344347721066}","{'Mean': -0.23719289313836905, 'Std': 0.38659201933480475}","{'Mean': -1.6005734164517136, 'Std': 2.1535022225441884}","{'Mean': -0.3589618117856209, 'Std': 0.5063615384196288}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.7300096918313945, 'Std': 0.8188875340452622}","{'Mean': -0.3310739684608519, 'Std': 0.47960621481762844}","{'Mean': -1.7772434163442443, 'Std': 2.415174841893725}","{'Mean': -0.5730972682087966, 'Std': 0.7536465071190763}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.9902310241535158, 'Std': 1.1422042887451347}","{'Mean': -0.1952437221389633, 'Std': 0.25822103485337816}","{'Mean': -1.237973454044758, 'Std': 1.5365336855775804}","{'Mean': -0.3378054829222953, 'Std': 0.6504385777481931}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.8310524853836346, 'Std': 0.8856649887571495}","{'Mean': -0.2025535672213407, 'Std': 0.3520359120517861}","{'Mean': -1.4898485831480623, 'Std': 1.8386705744920415}","{'Mean': -0.44985492004574423, 'Std': 0.5930479979347255}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.621158601978397, 'Std': 0.8370589363780251}","{'Mean': -0.18387227480880486, 'Std': 0.33955803008518254}","{'Mean': -1.2066500376387872, 'Std': 1.3460704400699133}","{'Mean': -0.34714755557130006, 'Std': 0.5624299340959985}"
"measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.5701378797681592, 'Std': 0.6405878062829254}","{'Mean': -0.21482234337981213, 'Std': 0.36100385036458627}","{'Mean': -1.3173372212034702, 'Std': 1.6390557778521162}","{'Mean': -0.4662656897380388, 'Std': 0.6148970793700295}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.7452293691133476, 'Std': 0.691338855690818}","{'Mean': -0.2252987335818025, 'Std': 0.39606936872229054}","{'Mean': -1.7494311598578733, 'Std': 2.389007142868737}","{'Mean': -0.35470451011176407, 'Std': 0.5068984125177965}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.9769970255892307, 'Std': 1.029179934705872}","{'Mean': -0.32415071569029974, 'Std': 0.4903091710881777}","{'Mean': -2.1247618766286083, 'Std': 2.995148065742809}","{'Mean': -0.5773429080008173, 'Std': 0.7659151877365356}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.5891528039764692, 'Std': 0.7996662443042777}","{'Mean': -0.3107480989511941, 'Std': 0.48384394566136746}","{'Mean': -2.187171798155711, 'Std': 3.211414309219176}","{'Mean': -0.5881193953385961, 'Std': 0.7767245338921897}"
"measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.839833720012391, 'Std': 1.1475089742387876}","{'Mean': -0.3290219267890337, 'Std': 0.47216883648358104}","{'Mean': -1.8076502408743145, 'Std': 2.571103777932108}","{'Mean': -0.591318248218138, 'Std': 0.7802269215217364}"
"measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.5827839079724625, 'Std': 0.7183289921926336}","{'Mean': -0.19951620526179883, 'Std': 0.3429490526040591}","{'Mean': -1.523460158309185, 'Std': 1.9026627571719974}","{'Mean': -0.4754143186491275, 'Std': 0.6269617332068227}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.9537449079641617, 'Std': 1.250611526193111}","{'Mean': -0.22493875353256856, 'Std': 0.38536107687662596}","{'Mean': -1.628577867472171, 'Std': 2.2808046096944508}","{'Mean': -0.34242246922425584, 'Std': 0.47073728045221686}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.985710134488615, 'Std': 1.2662719596277832}","{'Mean': -0.3177735918648601, 'Std': 0.4803276432118225}","{'Mean': -1.8429013420475453, 'Std': 2.5277637641733377}","{'Mean': -0.5919770850130313, 'Std': 0.7566120346842783}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.9100208942637525, 'Std': 1.350820459127506}","{'Mean': -0.3034266627651776, 'Std': 0.4720259224408903}","{'Mean': -2.1567722372158658, 'Std': 2.89245387288139}","{'Mean': -0.6301025644280036, 'Std': 0.8034872191322117}"
"measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.5118748116076207, 'Std': 0.6084786786884427}","{'Mean': -0.32503083776224095, 'Std': 0.46836642653578003}","{'Mean': -1.6448918558927663, 'Std': 2.0669134166404044}","{'Mean': -0.6104111038496959, 'Std': 0.778683968017713}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.7049863633716468, 'Std': 0.887724516545357}","{'Mean': -0.2020858578841363, 'Std': 0.34696979142530393}","{'Mean': -1.3081471306805728, 'Std': 1.6682160011926062}","{'Mean': -0.4873754534923605, 'Std': 0.6584096725301296}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.5096968233007747, 'Std': 0.6571039775289879}","{'Mean': -0.3186724418173851, 'Std': 0.4762114443072204}","{'Mean': -1.5779104221161684, 'Std': 2.082856784095754}","{'Mean': -0.624283535319684, 'Std': 0.8019397999696848}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -0.7860746534952106, 'Std': 0.8007584634211369}","{'Mean': -0.19240853235878314, 'Std': 0.27456289951346263}","{'Mean': -1.83753207995586, 'Std': 2.5237142670240296}","{'Mean': -0.1934102314868583, 'Std': 0.36901131053826075}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -0.9011243730426723, 'Std': 1.1528777571862743}","{'Mean': -0.1687648433532318, 'Std': 0.2605978317213758}","{'Mean': -1.2263777562655171, 'Std': 1.4497557002456967}","{'Mean': -0.19255699899046777, 'Std': 0.3610065104939208}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -1.2932326061968138, 'Std': 1.7150499116037372}","{'Mean': -0.23775836270546424, 'Std': 0.36036242501382376}","{'Mean': -2.1547773102194343, 'Std': 3.185778672198019}","{'Mean': -0.3700894792032652, 'Std': 0.5683540244988493}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.4960404093205516, 'Std': 0.6162283791452049}","{'Mean': -0.19245504368768124, 'Std': 0.25669485254017166}","{'Mean': -1.6096682701825948, 'Std': 2.149327706372266}","{'Mean': -0.20288537749092822, 'Std': 0.3828545937084456}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.64450951396437, 'Std': 0.7233219049287137}","{'Mean': -0.259922101754151, 'Std': 0.3529413780562272}","{'Mean': -1.777232305758695, 'Std': 2.4151747116885582}","{'Mean': -0.36928964659531577, 'Std': 0.568540512509686}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -1.0850556534926867, 'Std': 1.249999091933925}","{'Mean': -0.2072835484211594, 'Std': 0.28588753863872723}","{'Mean': -1.237517228478119, 'Std': 1.5365827340120268}","{'Mean': -0.15182358398277812, 'Std': 0.453584831211937}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.9334233406129169, 'Std': 1.0841116487435702}","{'Mean': -0.19759740225676486, 'Std': 0.23651199806964107}","{'Mean': -1.4928197224574538, 'Std': 1.836583127411325}","{'Mean': -0.3092169998672766, 'Std': 0.48634294564788333}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.5306082559425915, 'Std': 0.735678758226471}","{'Mean': -0.16371693839298732, 'Std': 0.21917291727468577}","{'Mean': -1.2070065282482152, 'Std': 1.3440158662969275}","{'Mean': -0.2585763942063622, 'Std': 0.4743281326805021}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.6512882212074322, 'Std': 0.6460862126137631}","{'Mean': -0.19711906883514188, 'Std': 0.23578301969867718}","{'Mean': -1.30499092038534, 'Std': 1.6180739447128085}","{'Mean': -0.31982421888589574, 'Std': 0.49945373873284615}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.6711708354301216, 'Std': 0.7756071139680782}","{'Mean': -0.15978246328431805, 'Std': 0.2561973711479221}","{'Mean': -1.747681743854001, 'Std': 2.3884515852452664}","{'Mean': -0.19978223306381276, 'Std': 0.38298296317148633}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.6630639542828755, 'Std': 0.8174502471073409}","{'Mean': -0.23287671158331302, 'Std': 0.36431426940335143}","{'Mean': -2.1247618766286083, 'Std': 2.995148065742809}","{'Mean': -0.3808736317857722, 'Std': 0.5568935218987932}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.9174101344592792, 'Std': 1.1927692701760395}","{'Mean': -0.21178342221241836, 'Std': 0.3599411917364248}","{'Mean': -2.1871456508600184, 'Std': 3.2114702296037803}","{'Mean': -0.3878963129403221, 'Std': 0.561468399902995}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.8138702572701192, 'Std': 1.0554336590963183}","{'Mean': -0.22619492493714363, 'Std': 0.3460101119826812}","{'Mean': -1.8076502408743145, 'Std': 2.571103777932108}","{'Mean': -0.38914791843385427, 'Std': 0.5660392105582603}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.5727902788713373, 'Std': 0.6455818138245274}","{'Mean': -0.15808532559352634, 'Std': 0.2263568022137057}","{'Mean': -1.5234665715686853, 'Std': 1.9026584598763632}","{'Mean': -0.37782123032538795, 'Std': 0.47234009351852013}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.5974164198294205, 'Std': 0.7732797454468385}","{'Mean': -0.1971348828937475, 'Std': 0.25726385492744747}","{'Mean': -1.6274059651694657, 'Std': 2.2795185564233567}","{'Mean': -0.17065834034144217, 'Std': 0.3537980861674466}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.4553291435221585, 'Std': 0.6517672118021646}","{'Mean': -0.26441603424992993, 'Std': 0.354368929326836}","{'Mean': -1.8428926996716624, 'Std': 2.527764949239367}","{'Mean': -0.35957077168287005, 'Std': 0.5645302091474572}"
