,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.12147141693987054, 'Std': 0.10654685349131733}","{'Mean': -0.06143286672144773, 'Std': 0.010965457831378323}","{'Mean': -0.06424256467478304, 'Std': 0.01733280778825232}","{'Mean': -0.06001389472009809, 'Std': 0.011496807607028581}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.10169295007322014, 'Std': 0.04736349503007654}","{'Mean': -0.060620295850835046, 'Std': 0.011430799717390092}","{'Mean': -0.0619775045638236, 'Std': 0.014634258396326615}","{'Mean': -0.06009347335730129, 'Std': 0.0115138534286561}"
"measuring CO,measuring O3 1,measuring O3 2,measuring PM10,temperature,","{'Mean': -0.0628919377778151, 'Std': 0.012547083249731725}","{'Mean': -0.05979548384136622, 'Std': 0.012509267031584488}","{'Mean': -0.06304777440959683, 'Std': 0.013183858966226127}","{'Mean': -0.059941143181755474, 'Std': 0.011784828289216585}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.2851498938574367, 'Std': 0.19028841668789764}","{'Mean': -0.062204181247839906, 'Std': 0.010890290926958038}","{'Mean': -0.06300849137616624, 'Std': 0.01074021722164477}","{'Mean': -0.059961248081443486, 'Std': 0.011432710337400686}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.18874272644711765, 'Std': 0.0798393632026452}","{'Mean': -0.06249585975977884, 'Std': 0.01020489488354289}","{'Mean': -0.0593284320018008, 'Std': 0.009703667815564936}","{'Mean': -0.06004165789658287, 'Std': 0.011436261581815956}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.08791106336642782, 'Std': 0.01586878244610899}","{'Mean': -0.06167375462634196, 'Std': 0.011401587425304161}","{'Mean': -0.06400500619084795, 'Std': 0.012688014557786701}","{'Mean': -0.059759508837491836, 'Std': 0.01164677514771528}"
"measuring CO,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.08850254936815542, 'Std': 0.023541019268724196}","{'Mean': -0.06248788561780969, 'Std': 0.010891200918467485}","{'Mean': -0.05898935722641531, 'Std': 0.00807865209108362}","{'Mean': -0.060034906118593315, 'Std': 0.011418332077749114}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.2924238382557936, 'Std': 0.20360809082893697}","{'Mean': -0.06127616985341731, 'Std': 0.012069536603038701}","{'Mean': -0.06755550652376849, 'Std': 0.02202414827565692}","{'Mean': -0.060344306570742225, 'Std': 0.01225593046653606}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.20342791025031218, 'Std': 0.10646574096364142}","{'Mean': -0.06062382303040139, 'Std': 0.01207098227483588}","{'Mean': -0.06388615619997362, 'Std': 0.016030562274347487}","{'Mean': -0.06049333052864573, 'Std': 0.012317399806443335}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.08503179077203094, 'Std': 0.04287689422569556}","{'Mean': -0.05968082886159032, 'Std': 0.013077580251400971}","{'Mean': -0.06449125628573446, 'Std': 0.014528789785036657}","{'Mean': -0.061035673066491436, 'Std': 0.012554996102469568}"
"measuring CO,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.05944383154851816, 'Std': 0.007494799333163947}","{'Mean': -0.06066508124812684, 'Std': 0.012483981306043127}","{'Mean': -0.06302060306886567, 'Std': 0.014497316627428617}","{'Mean': -0.060443554372075915, 'Std': 0.012342961673292754}"
"measuring CO,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.3218331920539147, 'Std': 0.3298561469063187}","{'Mean': -0.062181007993049056, 'Std': 0.011966404577552981}","{'Mean': -0.06088101306531242, 'Std': 0.011853307125843818}","{'Mean': -0.06036478646340806, 'Std': 0.01213360300434218}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -0.9791730913551395, 'Std': 0.5216910034016823}","{'Mean': -0.061475326901427874, 'Std': 0.010228424952018108}","{'Mean': -0.06472305141532632, 'Std': 0.01438484410636941}","{'Mean': -0.05980667372319666, 'Std': 0.011116560353058521}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -0.2163942378610974, 'Std': 0.11151845834148034}","{'Mean': -0.06161040211128643, 'Std': 0.01145219054317379}","{'Mean': -0.06398552241845554, 'Std': 0.011429748463034238}","{'Mean': -0.05886382044228931, 'Std': 0.011333243475035027}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -0.1662275273104061, 'Std': 0.08453349780177395}","{'Mean': -0.060116383685751715, 'Std': 0.011852255377842787}","{'Mean': -0.06343729227395892, 'Std': 0.011934628941416234}","{'Mean': -0.05940396490478852, 'Std': 0.011467154355163359}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -0.14312844702819622, 'Std': 0.06341415141363976}","{'Mean': -0.06157006000604327, 'Std': 0.010941058397004806}","{'Mean': -0.06511042106028918, 'Std': 0.016205507843222514}","{'Mean': -0.059807938501721836, 'Std': 0.011117656069517918}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -0.193593144527259, 'Std': 0.09940535132840275}","{'Mean': -0.0607101172403383, 'Std': 0.011451928138124304}","{'Mean': -0.06318819379122417, 'Std': 0.013328033543248997}","{'Mean': -0.059898605646452475, 'Std': 0.0111459738705792}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring PM10,temperature,","{'Mean': -0.08376016597819606, 'Std': 0.024426764583479657}","{'Mean': -0.0602309632986464, 'Std': 0.012155050855585516}","{'Mean': -0.0638950179937025, 'Std': 0.010869027403743006}","{'Mean': -0.059411460342384814, 'Std': 0.01146669232469275}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.3174816637037174, 'Std': 0.12417204172942348}","{'Mean': -0.06239457230910208, 'Std': 0.010993463836587981}","{'Mean': -0.06278519252178522, 'Std': 0.008548540169136797}","{'Mean': -0.05969257413950667, 'Std': 0.010942965165430541}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.3750994198853417, 'Std': 0.23283313732254385}","{'Mean': -0.06267360193198405, 'Std': 0.010224813729395576}","{'Mean': -0.060681281271704426, 'Std': 0.007845150923628122}","{'Mean': -0.059786709297825716, 'Std': 0.010964765185749261}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.11841079657991652, 'Std': 0.029532249228329886}","{'Mean': -0.06215984001958976, 'Std': 0.011044308127586392}","{'Mean': -0.06351664883433492, 'Std': 0.011331634450392342}","{'Mean': -0.05916741842675595, 'Std': 0.011222888395764588}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.22098398039683836, 'Std': 0.1481273221187894}","{'Mean': -0.06265845973965208, 'Std': 0.010900714559251113}","{'Mean': -0.060154732019232146, 'Std': 0.008355311281062946}","{'Mean': -0.05979821987719852, 'Std': 0.01098264576032276}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.402204629813159, 'Std': 0.17653507485651873}","{'Mean': -0.06135974394123227, 'Std': 0.012096549852382111}","{'Mean': -0.06853880943365973, 'Std': 0.02146903219138341}","{'Mean': -0.060030640593360295, 'Std': 0.01168885242315672}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.46148132158193605, 'Std': 0.2404481615614038}","{'Mean': -0.060674807614098894, 'Std': 0.01212144980540051}","{'Mean': -0.06466639303516906, 'Std': 0.01471040034786495}","{'Mean': -0.060147589797321446, 'Std': 0.01177889450048495}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.09960934648885109, 'Std': 0.014889498166972841}","{'Mean': -0.06007736367132477, 'Std': 0.012737888534249994}","{'Mean': -0.06513589263647959, 'Std': 0.011232994312214122}","{'Mean': -0.060245640980572834, 'Std': 0.012184784242768643}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.10846889723355983, 'Std': 0.049644744485096065}","{'Mean': -0.06070570351004447, 'Std': 0.01251906785147747}","{'Mean': -0.06393314651935886, 'Std': 0.013593567058169925}","{'Mean': -0.06010563221197518, 'Std': 0.011819364094442538}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.43705401441442493, 'Std': 0.18476870725641287}","{'Mean': -0.062295511988120986, 'Std': 0.01203302225008217}","{'Mean': -0.06161905212120581, 'Std': 0.011211653740648902}","{'Mean': -0.05999427183888269, 'Std': 0.011556938291073581}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.42573950652277404, 'Std': 0.22185195777533565}","{'Mean': -0.06150417806555242, 'Std': 0.010865128656430563}","{'Mean': -0.0652184380488661, 'Std': 0.017957137880069828}","{'Mean': -0.06001048810217141, 'Std': 0.011489590095430166}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.29276424828501774, 'Std': 0.17370043004605235}","{'Mean': -0.06070126064888408, 'Std': 0.011336510316538317}","{'Mean': -0.06478955362883639, 'Std': 0.018655484148847042}","{'Mean': -0.06008866207430293, 'Std': 0.011503602378532166}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.10387523170967006, 'Std': 0.027135027000995442}","{'Mean': -0.05985299982572473, 'Std': 0.01237609764544625}","{'Mean': -0.06216659656777779, 'Std': 0.013862255121490325}","{'Mean': -0.05992863490813216, 'Std': 0.011774194603202675}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.15838802418457035, 'Std': 0.14443943377258595}","{'Mean': -0.0607240951202835, 'Std': 0.011611490522000986}","{'Mean': -0.061835570743937154, 'Std': 0.014345348048467974}","{'Mean': -0.06008353848372809, 'Std': 0.011488400618141761}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.4296505282134951, 'Std': 0.31807191803491236}","{'Mean': -0.06258689171815571, 'Std': 0.010765682231179352}","{'Mean': -0.05932090810238637, 'Std': 0.009775864461221518}","{'Mean': -0.06002914796302539, 'Std': 0.011406020543461655}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.15264102474316918, 'Std': 0.060058937376923326}","{'Mean': -0.06077564724072217, 'Std': 0.012245529930701438}","{'Mean': -0.06359951092816638, 'Std': 0.015981844180329732}","{'Mean': -0.06047424615529362, 'Std': 0.012276638086621256}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -0.6097469461433845, 'Std': 0.5202384200145689}","{'Mean': -0.06164732498036161, 'Std': 0.01085818578114827}","{'Mean': -0.06556878960674706, 'Std': 0.016492815324810575}","{'Mean': -0.05980885675665386, 'Std': 0.011118026059798999}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -0.4415332534613408, 'Std': 0.25010666643995266}","{'Mean': -0.060799335552827426, 'Std': 0.01138044356779683}","{'Mean': -0.06562208199588584, 'Std': 0.016555311221180095}","{'Mean': -0.059900756321723495, 'Std': 0.011148620728235456}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -0.1119853393170946, 'Std': 0.02240094577285224}","{'Mean': -0.060297230246335, 'Std': 0.012019056559478557}","{'Mean': -0.06343217622990895, 'Std': 0.011482538948151589}","{'Mean': -0.05940915365400386, 'Std': 0.011468776205657371}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.16367293531630508, 'Std': 0.09012328091720131}","{'Mean': -0.060817804748473904, 'Std': 0.011639580950093141}","{'Mean': -0.06299235129134167, 'Std': 0.013114834782627574}","{'Mean': -0.05990185665481777, 'Std': 0.011148468424564698}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.42300713273173624, 'Std': 0.15512165769729638}","{'Mean': -0.06276564538513113, 'Std': 0.010794347012151605}","{'Mean': -0.06084755570263321, 'Std': 0.008841761507381321}","{'Mean': -0.0598018205784565, 'Std': 0.010986608542623795}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.24077509384454693, 'Std': 0.17753081392117792}","{'Mean': -0.06083086659261586, 'Std': 0.012304116600514352}","{'Mean': -0.06401634424593253, 'Std': 0.013966117981893343}","{'Mean': -0.0601483449834628, 'Std': 0.011773280938576242}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.31756475134117446, 'Std': 0.1054784928093632}","{'Mean': -0.06080541355718209, 'Std': 0.011509434131132161}","{'Mean': -0.0647575230174167, 'Std': 0.01861226430177035}","{'Mean': -0.06008052037921348, 'Std': 0.011480734614766237}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -0.439961695613132, 'Std': 0.19139247807447832}","{'Mean': -0.06090579682168049, 'Std': 0.011558030656710828}","{'Mean': -0.06555121946604539, 'Std': 0.016617880342383946}","{'Mean': -0.059903519118938764, 'Std': 0.011150497616479755}"
