,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
CO,"{'Mean': -0.05976319533377642, 'Std': 0.017523794183440505}","{'Mean': -0.060335483958849745, 'Std': 0.01676564564555889}","{'Mean': -0.06160396110087659, 'Std': 0.017063728880564268}","{'Mean': -0.06113657775402215, 'Std': 0.016551909881881186}"
CO and temperature,"{'Mean': -0.06282039751919902, 'Std': 0.0175400269309172}","{'Mean': -0.06060483480171813, 'Std': 0.01681288408433348}","{'Mean': -0.06282566071677506, 'Std': 0.016369161237707493}","{'Mean': -0.06067220979660502, 'Std': 0.015240033999169804}"
