,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.08656893168228, 'Std': 1.376294384625564}","{'Mean': -9.17818571979871, 'Std': 2.617845917062654}","{'Mean': -10.04973146853147, 'Std': 1.3543436427861086}","{'Mean': -9.063492737835398, 'Std': 2.213668496280245}"
"measuring NO2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -10.136637684701887, 'Std': 1.569156116274859}","{'Mean': -9.686423588334668, 'Std': 2.5842570538600595}","{'Mean': -10.611511888111888, 'Std': 1.4467296721769347}","{'Mean': -9.45959432981747, 'Std': 2.5283124230934626}"
"measuring NO2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.755551865750016, 'Std': 2.0023827121883855}","{'Mean': -9.437115179546405, 'Std': 2.621070922457905}","{'Mean': -10.550784615384616, 'Std': 1.8828488719603287}","{'Mean': -8.844057575374602, 'Std': 2.941428876448842}"
"measuring NO2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.569317659214738, 'Std': 1.2528572799000564}","{'Mean': -9.757898380349367, 'Std': 2.663777352589522}","{'Mean': -10.09237902097902, 'Std': 1.2864677008291119}","{'Mean': -9.491447073393907, 'Std': 2.545724207279111}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -9.753888229259347, 'Std': 2.568278740805867}","{'Mean': -9.143689532369768, 'Std': 2.0245174165995947}","{'Mean': -9.735102097902097, 'Std': 2.470873975867308}","{'Mean': -8.726348438284997, 'Std': 2.383491247900093}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -9.42671030441261, 'Std': 2.5196347410333244}","{'Mean': -8.987674721975285, 'Std': 2.1313188142261628}","{'Mean': -11.21840979020979, 'Std': 2.0302779480327997}","{'Mean': -8.63961039891727, 'Std': 2.4650803262336556}"
"measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -9.783111795219536, 'Std': 2.683405075899417}","{'Mean': -9.412271424803091, 'Std': 2.161490538638185}","{'Mean': -11.586942657342657, 'Std': 2.303398440375961}","{'Mean': -9.41657695325756, 'Std': 2.730780113197844}"
"measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -9.175707535551183, 'Std': 2.431366008354536}","{'Mean': -9.241214669618323, 'Std': 2.0592707749556185}","{'Mean': -10.060667132867133, 'Std': 1.5661603588517403}","{'Mean': -8.752847403603393, 'Std': 2.3859107594656774}"
"measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -9.536522051980194, 'Std': 2.544405666045808}","{'Mean': -9.760546096955439, 'Std': 2.1219143313013484}","{'Mean': -10.228366433566432, 'Std': 1.5919527251664072}","{'Mean': -9.497086557095253, 'Std': 2.6933082957829138}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -9.563101408053862, 'Std': 2.2553784131252685}","{'Mean': -9.274023768544618, 'Std': 2.501452891007092}","{'Mean': -9.502236363636364, 'Std': 1.666554066039419}","{'Mean': -8.697222098358916, 'Std': 2.338381456785586}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -9.994651561569981, 'Std': 2.556629915189725}","{'Mean': -9.69343150977607, 'Std': 2.629683222606598}","{'Mean': -9.508574825174826, 'Std': 2.2568628288498007}","{'Mean': -9.448773756419174, 'Std': 2.7023063958352544}"
"measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.78434148561365, 'Std': 2.0472877852553277}","{'Mean': -9.40481091240093, 'Std': 2.6710833286025246}","{'Mean': -10.531914685314685, 'Std': 2.1426405549398027}","{'Mean': -9.002801563776345, 'Std': 3.01028512235487}"
"measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.543808811726219, 'Std': 3.069389613970951}","{'Mean': -9.750788244308154, 'Std': 2.7091674845903295}","{'Mean': -9.39056083916084, 'Std': 2.310659912515297}","{'Mean': -9.494602339608392, 'Std': 2.709305579726654}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -9.16108571440367, 'Std': 2.037317322645638}","{'Mean': -9.13261871436728, 'Std': 1.9676507610302045}","{'Mean': -9.862072727272727, 'Std': 2.5420988641232607}","{'Mean': -8.74895993736291, 'Std': 2.3973153752871004}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -9.238017462550488, 'Std': 2.23510453167405}","{'Mean': -9.679258441260583, 'Std': 1.9755176608562708}","{'Mean': -10.10217902097902, 'Std': 2.608760446486872}","{'Mean': -9.540324596730805, 'Std': 2.7650989914439648}"
"measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -10.020505390358952, 'Std': 2.3451010976310993}","{'Mean': -9.414214606948468, 'Std': 2.115251055355727}","{'Mean': -10.906247552447551, 'Std': 2.466856141548094}","{'Mean': -9.410799376155172, 'Std': 2.8364487798835576}"
"measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.336361265884875, 'Std': 1.9323625594276168}","{'Mean': -9.74872520002866, 'Std': 2.092051333815289}","{'Mean': -9.832095104895107, 'Std': 2.442304957977756}","{'Mean': -9.562628676469767, 'Std': 2.779503938558266}"
"measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.635756622156904, 'Std': 1.7199141617257172}","{'Mean': -9.665408965101644, 'Std': 2.588480995551894}","{'Mean': -10.196376223776223, 'Std': 2.0293595288183246}","{'Mean': -9.569467160772696, 'Std': 2.784031821110763}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,","{'Mean': -10.192547431431702, 'Std': 2.340348185016012}","{'Mean': -9.925550808091085, 'Std': 2.440294936398328}","{'Mean': -9.894106293706294, 'Std': 1.6427788724399726}","{'Mean': -8.25673550261332, 'Std': 2.3089569784089585}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,","{'Mean': -9.727675341411446, 'Std': 1.7124395203461114}","{'Mean': -10.196812906769924, 'Std': 2.739393651274871}","{'Mean': -10.883664335664337, 'Std': 1.725161036015429}","{'Mean': -8.334601150678129, 'Std': 2.266927365532981}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,","{'Mean': -9.710408384537391, 'Std': 1.8656346930329966}","{'Mean': -10.147258420796152, 'Std': 4.129934404340293}","{'Mean': -9.717613986013987, 'Std': 1.3581178417680517}","{'Mean': -8.445525207941667, 'Std': 2.303485787189114}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,","{'Mean': -10.512524991381643, 'Std': 2.258639664282493}","{'Mean': -9.932570463916637, 'Std': 4.518686131550838}","{'Mean': -11.007514685314685, 'Std': 2.626631050518133}","{'Mean': -8.404169149112027, 'Std': 2.2730319392970686}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,temperature,","{'Mean': -10.182608877737298, 'Std': 2.424425197067083}","{'Mean': -10.307411112912277, 'Std': 2.949258856273398}","{'Mean': -10.629362237762237, 'Std': 1.9387000644900676}","{'Mean': -9.115599492069506, 'Std': 2.4412905847966844}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,","{'Mean': -9.69908584947124, 'Std': 1.6413072514674008}","{'Mean': -10.238805977257138, 'Std': 3.9769306676342175}","{'Mean': -9.658569230769231, 'Std': 1.4395324949346608}","{'Mean': -8.450316031310134, 'Std': 2.3106511156933305}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,temperature,","{'Mean': -9.788085063980066, 'Std': 1.6033613762913668}","{'Mean': -10.664044306798868, 'Std': 3.156016005856526}","{'Mean': -9.77758881118881, 'Std': 1.3479774835033707}","{'Mean': -9.495547916880868, 'Std': 1.9661731657344197}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -9.894024542374387, 'Std': 1.572429517068563}","{'Mean': -9.921273080672785, 'Std': 2.3410591359362365}","{'Mean': -10.586588811188811, 'Std': 1.8269150834925347}","{'Mean': -8.334612710046235, 'Std': 2.2556339606057962}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -9.591707194818254, 'Std': 1.904992951537278}","{'Mean': -9.722876415936033, 'Std': 1.9880979485105772}","{'Mean': -10.205490909090909, 'Std': 1.5560900746343602}","{'Mean': -8.274385417265723, 'Std': 2.2968603994299657}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -10.010166699291194, 'Std': 1.8131938962086278}","{'Mean': -9.897646896281097, 'Std': 1.8439495019920442}","{'Mean': -10.970085314685315, 'Std': 2.400678355928262}","{'Mean': -9.236592968399297, 'Std': 2.040535399359277}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -9.520248822447407, 'Std': 1.3785910621200066}","{'Mean': -9.96552998555247, 'Std': 2.2080188202720183}","{'Mean': -10.502447552447553, 'Std': 1.2449306245978602}","{'Mean': -8.348675514703423, 'Std': 2.253693791125795}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -10.038382214327598, 'Std': 1.5985094040471228}","{'Mean': -10.147659750125772, 'Std': 2.0092543304050055}","{'Mean': -10.217314685314685, 'Std': 1.67196090396121}","{'Mean': -9.285794039248097, 'Std': 1.9964488136745606}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -9.813385145358499, 'Std': 1.3908918250196258}","{'Mean': -9.793891538279322, 'Std': 3.6892556867194854}","{'Mean': -10.204819580419581, 'Std': 1.4002356104697589}","{'Mean': -8.468771144102622, 'Std': 2.2904905798457538}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -10.043632818246673, 'Std': 1.5994565284796853}","{'Mean': -10.314731399733803, 'Std': 2.7938670666307663}","{'Mean': -10.633581818181819, 'Std': 1.4122069910955182}","{'Mean': -9.888827499916353, 'Std': 1.9865733321469181}"
"measuring CO,measuring NO2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -10.109404956964307, 'Std': 2.398002268787133}","{'Mean': -10.028267102964318, 'Std': 2.562622271638489}","{'Mean': -10.380300699300701, 'Std': 1.9206731887059996}","{'Mean': -9.546094297402323, 'Std': 2.619090488739105}"
"measuring CO,measuring NO2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.67241805540146, 'Std': 1.3214120046368212}","{'Mean': -10.30264146129732, 'Std': 2.7465078352465406}","{'Mean': -10.09237902097902, 'Std': 1.2864677008291119}","{'Mean': -9.911737410827026, 'Std': 1.9826059986824984}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -9.89119995557105, 'Std': 2.623221526350118}","{'Mean': -10.226152915884231, 'Std': 2.824496178136134}","{'Mean': -10.006567832167832, 'Std': 2.119830263206722}","{'Mean': -8.22501863009455, 'Std': 1.9997918458279624}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -9.549171487759574, 'Std': 2.610223273783018}","{'Mean': -9.945372364067731, 'Std': 2.4127102928046265}","{'Mean': -10.953499300699301, 'Std': 1.860843186439566}","{'Mean': -8.271044082681993, 'Std': 1.991526560339545}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -9.418314162751278, 'Std': 2.6345062995270174}","{'Mean': -10.11224213587891, 'Std': 2.256844517321677}","{'Mean': -11.60563916083916, 'Std': 2.3170031823523995}","{'Mean': -8.967775201748942, 'Std': 2.067268208848885}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -9.223132683504264, 'Std': 2.4286269553152193}","{'Mean': -10.283346142455612, 'Std': 2.7274773579387377}","{'Mean': -10.150075524475524, 'Std': 1.593487300672727}","{'Mean': -8.243301078866011, 'Std': 1.9996950439105563}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -10.09495123876559, 'Std': 1.739075473936101}","{'Mean': -10.459204820688834, 'Std': 2.512612803638222}","{'Mean': -10.22836783216783, 'Std': 1.5922889031485552}","{'Mean': -9.025301851241423, 'Std': 2.005739636881833}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -9.782859234796312, 'Std': 2.342915041070844}","{'Mean': -10.260624426328116, 'Std': 4.099816541337368}","{'Mean': -9.607082517482517, 'Std': 1.5502735417815432}","{'Mean': -8.379840518317192, 'Std': 2.0113887025016384}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -10.126417506767819, 'Std': 2.565000677450964}","{'Mean': -10.68791941579056, 'Std': 3.2286300956869254}","{'Mean': -9.52707832167832, 'Std': 2.2403170744060974}","{'Mean': -9.436982306661406, 'Std': 1.8372200675361183}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.828008357634955, 'Std': 2.588854819957256}","{'Mean': -10.27522088979874, 'Std': 2.9365881816307793}","{'Mean': -10.487562237762239, 'Std': 2.16107287293195}","{'Mean': -9.101370823424322, 'Std': 2.3667810029984815}"
"measuring CO,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.442290720895873, 'Std': 2.912567536463031}","{'Mean': -10.685506933780104, 'Std': 3.1675789283073894}","{'Mean': -9.389556643356643, 'Std': 2.3098566966991765}","{'Mean': -9.467021004826487, 'Std': 1.8461389034410967}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -9.564335178109719, 'Std': 2.1442469923794794}","{'Mean': -10.014851243907428, 'Std': 2.3158204883268523}","{'Mean': -9.8422979020979, 'Std': 2.5482141789643404}","{'Mean': -8.31793638307179, 'Std': 1.920352242295842}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -10.260281832821745, 'Std': 2.336438833865254}","{'Mean': -10.190659518282109, 'Std': 2.1212292661076835}","{'Mean': -10.100625174825176, 'Std': 2.6078587957909636}","{'Mean': -9.320560280712446, 'Std': 1.8270944382451944}"
"measuring CO,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.489719713662927, 'Std': 2.181620969602114}","{'Mean': -9.875292461886698, 'Std': 1.8549000772987112}","{'Mean': -10.905546853146854, 'Std': 2.460278395823478}","{'Mean': -9.29984098271857, 'Std': 1.9222202356121483}"
"measuring CO,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.940010003836322, 'Std': 1.9495018001241537}","{'Mean': -10.162566232560298, 'Std': 2.0322578618337026}","{'Mean': -9.831542657342657, 'Std': 2.441604569346147}","{'Mean': -9.341046741043883, 'Std': 1.8376462775905207}"
"measuring CO,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.642674067039327, 'Std': 1.7292641106480637}","{'Mean': -10.36510435405057, 'Std': 2.809970413873562}","{'Mean': -10.196330069930069, 'Std': 2.029411181149879}","{'Mean': -9.92654501880701, 'Std': 1.970734790854913}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -10.582362446600934, 'Std': 1.9837951859568825}","{'Mean': -9.226903177827085, 'Std': 2.0011814123839913}","{'Mean': -10.321405594405594, 'Std': 1.9804677396657127}","{'Mean': -8.751541408146826, 'Std': 2.3142309447383544}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -10.688397980243417, 'Std': 2.9381022840361677}","{'Mean': -9.085842818486931, 'Std': 2.119799103858158}","{'Mean': -10.32415104895105, 'Std': 1.533908593213142}","{'Mean': -8.6529158648704, 'Std': 2.3464076456008702}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -10.900563014892574, 'Std': 3.064722494497449}","{'Mean': -9.515214299058954, 'Std': 2.1530195064314643}","{'Mean': -10.830886713286713, 'Std': 2.126935997635806}","{'Mean': -9.31232805399254, 'Std': 2.58079384520551}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -9.962152984390505, 'Std': 1.8261669967595173}","{'Mean': -9.347664023514952, 'Std': 2.0188431442000665}","{'Mean': -10.473977622377621, 'Std': 1.2258395110411777}","{'Mean': -8.76859419364816, 'Std': 2.3145813095730787}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -10.364717278710936, 'Std': 1.7285213622627857}","{'Mean': -9.867032957922024, 'Std': 2.086502836689675}","{'Mean': -10.41744895104895, 'Std': 1.233589823188178}","{'Mean': -9.402920116023363, 'Std': 2.5541136295356153}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.446337999082946, 'Std': 1.9240363074879192}","{'Mean': -9.351764497596736, 'Std': 2.504744113863757}","{'Mean': -9.82686853146853, 'Std': 1.3392539292547565}","{'Mean': -8.89077214203936, 'Std': 2.3279735514633546}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -11.091722762874305, 'Std': 2.158332600688529}","{'Mean': -9.756284472820457, 'Std': 2.608837238697643}","{'Mean': -10.204092307692306, 'Std': 1.5596918891791127}","{'Mean': -9.400935329424499, 'Std': 2.5228092058575644}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -10.542586056166174, 'Std': 2.1148409888176456}","{'Mean': -9.493332623822067, 'Std': 2.6596930204791036}","{'Mean': -10.382194405594406, 'Std': 1.6665032491697618}","{'Mean': -8.852434670086595, 'Std': 2.8732673626734426}"
"measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.768318463176476, 'Std': 1.4751231769029929}","{'Mean': -9.835510196856307, 'Std': 2.68477592291642}","{'Mean': -9.741388811188811, 'Std': 1.300255798000437}","{'Mean': -9.431686639556107, 'Std': 2.539358787789066}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.412373375709048, 'Std': 1.1593265146910139}","{'Mean': -9.215258704341723, 'Std': 1.9406219036504386}","{'Mean': -10.644823776223777, 'Std': 1.6925254396086444}","{'Mean': -8.760101766673841, 'Std': 2.307104919936001}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -10.89880299667623, 'Std': 1.1155305849565573}","{'Mean': -9.76451359595006, 'Std': 1.9505704211542179}","{'Mean': -10.920534265734267, 'Std': 2.075863862435361}","{'Mean': -9.427228973113317, 'Std': 2.5750068994542024}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.777584993858552, 'Std': 1.8858798848969158}","{'Mean': -9.519008219778613, 'Std': 2.1005319769808932}","{'Mean': -11.078282517482517, 'Std': 2.270049818016035}","{'Mean': -9.32881869902376, 'Std': 2.6340723448283443}"
"measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.479375321351904, 'Std': 0.9056525511009642}","{'Mean': -9.858548413851642, 'Std': 2.047920165370028}","{'Mean': -10.256416783216784, 'Std': 1.6739646191542568}","{'Mean': -9.445725943510197, 'Std': 2.589433268546804}"
"measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.116195566694142, 'Std': 1.7979406383481735}","{'Mean': -9.727879948506555, 'Std': 2.56530793617535}","{'Mean': -10.604489510489511, 'Std': 1.3759776426666557}","{'Mean': -9.483219074402287, 'Std': 2.541949969738665}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.245167202242879, 'Std': 2.6365449611856557}","{'Mean': -9.227077959063447, 'Std': 1.9991785069222439}","{'Mean': -9.75513986013986, 'Std': 2.4224404262236}","{'Mean': -8.742881997530239, 'Std': 2.386750134278458}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -10.878512560794219, 'Std': 3.1603218231668255}","{'Mean': -9.717472067787586, 'Std': 2.0067607907611666}","{'Mean': -10.06919020979021, 'Std': 2.5072857827985615}","{'Mean': -9.488449878060168, 'Std': 2.6891369250536097}"
"measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.77317714628645, 'Std': 2.8656637521466557}","{'Mean': -9.451814497694992, 'Std': 2.1470273691523194}","{'Mean': -11.521654545454545, 'Std': 2.1708467222509413}","{'Mean': -9.419132738813136, 'Std': 2.7431940454113506}"
"measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.74973967328325, 'Std': 2.020200267968807}","{'Mean': -9.796624333218872, 'Std': 2.118954983170771}","{'Mean': -10.206202797202797, 'Std': 1.5490150660593873}","{'Mean': -9.508807045274395, 'Std': 2.703256450835425}"
"measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.274137809758496, 'Std': 2.6175154938461063}","{'Mean': -9.728429024716595, 'Std': 2.6216594458281635}","{'Mean': -9.660327272727272, 'Std': 2.2379063340992356}","{'Mean': -9.483754619824126, 'Std': 2.7005656556080795}"
"measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.792257504375735, 'Std': 2.241846097011215}","{'Mean': -9.718215096632816, 'Std': 1.966158815220604}","{'Mean': -10.061244755244754, 'Std': 2.570961467590882}","{'Mean': -9.55371724721535, 'Std': 2.774921511710617}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -10.594268023305542, 'Std': 2.8722637546551977}","{'Mean': -10.212065050980721, 'Std': 2.784402758449089}","{'Mean': -10.482046153846152, 'Std': 1.756142796129928}","{'Mean': -8.337435204064985, 'Std': 2.26524194086303}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -10.195315156842323, 'Std': 2.400066897660441}","{'Mean': -9.993963777720458, 'Std': 2.385581484720534}","{'Mean': -10.283215384615385, 'Std': 1.5276611349357916}","{'Mean': -8.27475071661512, 'Std': 2.305873552053324}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -10.913967682271664, 'Std': 2.620712936511739}","{'Mean': -10.167237082721892, 'Std': 2.2215274175506416}","{'Mean': -10.845769230769232, 'Std': 2.1443250659585673}","{'Mean': -9.013037661441691, 'Std': 2.235162328239771}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -9.716141111636976, 'Std': 1.8229844168707865}","{'Mean': -10.284787052278725, 'Std': 2.6798369111192004}","{'Mean': -10.531029370629371, 'Std': 1.2791836231579838}","{'Mean': -8.350737476333622, 'Std': 2.2635332899734957}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -10.40367603775719, 'Std': 1.839293788668877}","{'Mean': -10.46030424029373, 'Std': 2.468100456838312}","{'Mean': -10.416724475524475, 'Std': 1.2339071837268454}","{'Mean': -9.067985973575848, 'Std': 2.1993511549695115}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.849165560327418, 'Std': 1.535205800631733}","{'Mean': -10.251917766101064, 'Std': 4.053684129967348}","{'Mean': -9.790331468531468, 'Std': 1.3673518214349936}","{'Mean': -8.450953023069285, 'Std': 2.310134975632027}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -11.310241066493237, 'Std': 1.8705286556983511}","{'Mean': -10.671445885430563, 'Std': 3.1788560788978204}","{'Mean': -10.226030769230771, 'Std': 1.5374810375864618}","{'Mean': -9.4936512818613, 'Std': 1.9663433911187398}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -10.109465968771612, 'Std': 2.3572671473105653}","{'Mean': -10.32617644579749, 'Std': 2.904837450108042}","{'Mean': -10.369243356643358, 'Std': 1.6940493716812326}","{'Mean': -9.132971058673528, 'Std': 2.442711599324838}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.482250202788286, 'Std': 1.531067010423243}","{'Mean': -10.678579571857512, 'Std': 3.120714480906201}","{'Mean': -9.72391188811189, 'Std': 1.2992902988405468}","{'Mean': -9.516077665800175, 'Std': 1.9687786880921707}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -10.201900407817798, 'Std': 1.2769975088736165}","{'Mean': -10.006464876544275, 'Std': 2.273103806712663}","{'Mean': -10.576746853146853, 'Std': 1.7497550318524548}","{'Mean': -8.350606111220603, 'Std': 2.25207181446747}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -9.951688551906505, 'Std': 1.615869085389648}","{'Mean': -10.183761912165908, 'Std': 2.0800952601609177}","{'Mean': -10.920534265734267, 'Std': 2.075863862435361}","{'Mean': -9.287923735730947, 'Std': 1.993318355335001}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -10.50114585108668, 'Std': 2.107991120093954}","{'Mean': -9.929017603665809, 'Std': 1.8105955485441272}","{'Mean': -11.076334265734264, 'Std': 2.268074652428185}","{'Mean': -9.246286778711609, 'Std': 2.0430179422926966}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.163703505952455, 'Std': 1.2424804212587768}","{'Mean': -10.178510074792273, 'Std': 1.980921991318377}","{'Mean': -10.256416783216784, 'Std': 1.6739646191542568}","{'Mean': -9.298820719040132, 'Std': 2.0000595807670476}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -10.05568494554263, 'Std': 1.2657142466250286}","{'Mean': -10.348850317301242, 'Std': 2.7668203916207195}","{'Mean': -10.604583216783215, 'Std': 1.3759303101854266}","{'Mean': -9.909143183590372, 'Std': 1.98317218071248}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -9.623149622188501, 'Std': 2.7359050367117117}","{'Mean': -10.308845529137784, 'Std': 2.7683797430925132}","{'Mean': -9.85083076923077, 'Std': 2.273611012492452}","{'Mean': -8.2449600845079, 'Std': 1.993709374947936}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -9.61552633592439, 'Std': 2.1097208211549856}","{'Mean': -10.484969311299356, 'Std': 2.5511718772198027}","{'Mean': -10.069026573426573, 'Std': 2.5072627426002474}","{'Mean': -8.992500412375, 'Std': 2.0308783683130947}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -9.766226024164277, 'Std': 2.5136122646114214}","{'Mean': -10.131584029682664, 'Std': 2.2443781609962272}","{'Mean': -11.54638881118881, 'Std': 2.1908488141523343}","{'Mean': -8.94771614331969, 'Std': 2.1047708230534714}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -9.841151741359996, 'Std': 1.9191416847510545}","{'Mean': -10.497221784551286, 'Std': 2.489039806086386}","{'Mean': -10.206202797202797, 'Std': 1.5490150660593873}","{'Mean': -9.010575220314617, 'Std': 2.0455226003719957}"
