,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
measuring | ,"{'Mean': -9.768924049360274, 'Std': 0.7527788169611014}","{'Mean': -9.572248277189734, 'Std': 0.9771729675168336}","{'Mean': -10.1787907429376, 'Std': 0.6244249828560829}","{'Mean': -10.384229952732161, 'Std': 0.4909327671959927}"
measuring | temperature | ,"{'Mean': -10.67599769664073, 'Std': 0.9575768990306593}","{'Mean': -9.040697858231823, 'Std': 1.1153338110284614}","{'Mean': -9.56523946481739, 'Std': 0.4562525321037979}","{'Mean': -10.179005800692325, 'Std': 0.3248037665347911}"
