,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
NO2,"{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=0.1, hidden_layer_sizes=(10, 100),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 0.1, 'mlp_regressor__hidden_layer_sizes': (10, 100)}, 'Test R2': array([-15.26243977, -13.65740054,  -0.11934622,   0.22588505,
        -2.71952218,  -0.48108282,  -1.62983691,  -0.45135572,
        -0.23112521, -27.36553916]), 'Test RMSE': array([-13.89096353,  -9.9449363 , -14.47612472,  -7.52185335,
       -10.50278013, -13.27545356, -22.807922  , -21.22281506,
       -11.35582135, -16.40647002]), 'Test MAE': array([-13.39433083,  -9.35382298, -10.85774399,  -6.13818294,
        -9.17295317,  -8.70881727, -14.03977917, -13.56614799,
        -7.89713884, -13.53732124])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-12.88681279, -18.20527668,  -0.06174634,   0.03601108,
        -1.70442173,  -0.62131143,  -0.48401677,  -0.51631333,
        -0.14215291,  -7.90224527]), 'Test RMSE': array([-12.83632815, -11.38370969, -14.09874594,  -8.39379108,
        -8.95566637, -13.88970169, -17.13328801, -21.69254626,
       -10.93778958,  -9.19114051]), 'Test MAE': array([-12.35451269, -11.05922985, -11.08781019,  -6.48586577,
        -8.53914726,  -9.51031246, -10.43656952, -12.75498447,
        -8.24336354,  -8.61669905])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=7, p=1))]), 'Best Parameters': {'knn_regressor__n_neighbors': 7, 'knn_regressor__p': 1, 'knn_regressor__weights': 'uniform'}, 'Test R2': array([-1.45050866e+01, -1.00655099e+01, -1.36900706e-01,  4.14535190e-03,
       -2.92715155e+00, -6.95187229e-01, -3.45841925e-01, -3.81480518e-01,
       -6.12437778e-01, -2.41313252e+01]), 'Test RMSE': array([-13.56365139,  -8.64090525, -14.58919624,  -8.5313962 ,
       -10.79194015, -14.20262211, -16.31617434, -20.70562947,
       -12.99597661, -15.44284538]), 'Test MAE': array([-12.3797449 ,  -7.72821429, -10.83908163,  -6.45107143,
        -8.66278061, -10.0057398 , -10.69997354, -13.79171958,
        -9.26148148, -12.54550265])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=4,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 30, 'random_forest_regressor__min_samples_leaf': 4, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-15.55406697, -12.00120273,  -0.20158349,   0.23500521,
        -4.03547537,  -0.72212952,  -0.41426312,  -0.4387661 ,
        -0.56869589, -25.08451881]), 'Test RMSE': array([-14.01496038,  -9.36624024, -14.998474  ,  -7.47741308,
       -12.22027377, -14.31504119, -16.72578147, -21.13056716,
       -12.81848851, -15.73298189]), 'Test MAE': array([-13.07569147,  -8.34182603, -11.03879032,  -5.60008612,
        -9.67237555,  -9.81311318, -10.65695857, -13.6731163 ,
        -9.80996161, -12.98865443])}"
NO2 and temperature,"{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('mlp_regressor',
                 MLPRegressor(alpha=10, hidden_layer_sizes=(4, 10),
                              max_iter=1000, random_state=42,
                              solver='lbfgs'))]), 'Best Parameters': {'mlp_regressor__alpha': 10, 'mlp_regressor__hidden_layer_sizes': (4, 10)}, 'Test R2': array([ -5.95371484, -10.42119656,  -0.09287459,  -0.32811194,
        -0.29035573,  -1.53529864,  -0.56103581,  -0.32018001,
        -0.69200401, -11.46313152]), 'Test RMSE': array([ -9.08338995,  -8.77868227, -14.30392625,  -9.85234188,
        -6.18607846, -17.36897768, -17.572265  , -20.24103105,
       -13.31276094, -10.87509894]), 'Test MAE': array([ -7.9245955 ,  -7.76810253, -10.5354476 ,  -7.31927166,
        -5.27245405, -12.11736232, -12.53490219, -14.17989762,
        -9.18494315,  -8.98868742])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('linear_regressor', LinearRegression())]), 'Best Parameters': {}, 'Test R2': array([-13.74448329, -16.79222722,  -0.05774546,   0.01991216,
        -2.10021379,  -0.54347812,  -0.41124635,  -0.46536673,
        -0.5315619 ,  -8.13187352]), 'Test RMSE': array([-13.22678515, -10.95692492, -14.07215735,  -8.46359034,
        -9.58862909, -13.55220413, -16.70793306, -21.32500878,
       -12.66586095,  -9.30892587]), 'Test MAE': array([-12.76257852, -10.59016747, -11.08264948,  -6.73006715,
        -9.15912731, -10.24825972, -10.39500556, -12.78660404,
        -9.41883723,  -7.85879834])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('knn_regressor', KNeighborsRegressor(n_neighbors=7))]), 'Best Parameters': {'knn_regressor__n_neighbors': 7, 'knn_regressor__p': 2, 'knn_regressor__weights': 'uniform'}, 'Test R2': array([-2.83698025, -8.97486799, -0.21260253, -0.5343374 , -2.21000736,
       -0.86822635, -0.34896505, -0.26593838, -0.43272348, -8.93889575]), 'Test RMSE': array([ -6.74736653,  -8.20402748, -15.06708829, -10.58967347,
        -9.75694174, -14.9098901 , -16.33509479, -19.82085289,
       -12.25035368,  -9.71155324]), 'Test MAE': array([ -5.60239796,  -6.79556122, -10.95520408,  -7.3959949 ,
        -8.34158163, -10.25913265, -12.10843915, -13.16222222,
        -9.60174603,  -8.23005291])}","{'Best Model': Pipeline(steps=[('scaler', StandardScaler()),
                ('random_forest_regressor',
                 RandomForestRegressor(max_depth=30, min_samples_leaf=2,
                                       min_samples_split=10))]), 'Best Parameters': {'random_forest_regressor__max_depth': 30, 'random_forest_regressor__min_samples_leaf': 2, 'random_forest_regressor__min_samples_split': 10, 'random_forest_regressor__n_estimators': 100}, 'Test R2': array([-5.60493236e+00, -1.27868344e+01, -3.11857856e-01, -4.97346757e-01,
       -3.43766581e+00,  1.73793065e-03, -5.17062661e-01, -1.89077117e-01,
       -3.11695080e-01, -1.30601876e+01]), 'Test RMSE': array([ -8.85265843,  -9.64507939, -15.67160541, -10.46124388,
       -11.47196979, -10.89888275, -17.3229986 , -19.20972141,
       -11.72151867, -11.55088302]), 'Test MAE': array([ -7.66065238,  -8.64198992, -11.19900115,  -6.73907336,
        -9.29966546,  -8.64996634, -12.73664438, -13.04481864,
        -8.90956189,  -9.86299666])}"
