,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
measuring | ,"{'Mean': -7.406814255063068, 'Std': 0.48798565258166604}","{'Mean': -7.260559922042504, 'Std': 0.616581420356484}","{'Mean': -7.70876794146524, 'Std': 0.4506082399865691}","{'Mean': -7.803324985197631, 'Std': 0.4026482595665334}"
measuring | temperature | ,"{'Mean': -8.332362646328408, 'Std': 0.775784254439284}","{'Mean': -6.732606049156218, 'Std': 0.6903219655685139}","{'Mean': -7.286611498122088, 'Std': 0.27126093644067834}","{'Mean': -7.89432992214645, 'Std': 0.2792076263218737}"
