,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
CO,"{'Mean': -0.04439047942677861, 'Std': 0.013324867775382098}","{'Mean': -0.045383110953946926, 'Std': 0.013461057173805786}","{'Mean': -0.04610914830980936, 'Std': 0.012591258155573822}","{'Mean': -0.04560243964470761, 'Std': 0.012256847979461156}"
CO and temperature,"{'Mean': -0.047488525032180914, 'Std': 0.013952908438656451}","{'Mean': -0.04561506860056353, 'Std': 0.013089077373418502}","{'Mean': -0.04696528181175382, 'Std': 0.011493633150154569}","{'Mean': -0.045324684433473, 'Std': 0.01110528193229403}"
