,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring NO2,measuring O3 1,measuring O3 2,measuring PM10,temperature,","{'Mean': -8.492966652006375, 'Std': 1.6529862581035317}","{'Mean': -7.688580655867481, 'Std': 1.5784866406694464}","{'Mean': -8.790088111888114, 'Std': 1.6445115132347718}","{'Mean': -7.763901157862023, 'Std': 1.5034987773298898}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -7.835420265860414, 'Std': 0.962411071810453}","{'Mean': -7.53162655557473, 'Std': 1.7545623377045643}","{'Mean': -8.525868531468532, 'Std': 1.0779593178394602}","{'Mean': -7.611080075906786, 'Std': 1.6573634864470623}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -8.325136915455449, 'Std': 1.089893577398924}","{'Mean': -7.723351744196597, 'Std': 1.56145720893311}","{'Mean': -8.970054545454547, 'Std': 0.942805555667937}","{'Mean': -7.887336524823773, 'Std': 1.4513243220607561}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -8.454814482456229, 'Std': 1.2226790288442895}","{'Mean': -7.50300209219489, 'Std': 1.6893941131245125}","{'Mean': -8.766296503496504, 'Std': 1.113514803843839}","{'Mean': -7.76079097966073, 'Std': 1.564018942525637}"
"measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -7.969885007171058, 'Std': 0.8306285196984474}","{'Mean': -7.768321311839112, 'Std': 1.5898736108645384}","{'Mean': -8.562855944055944, 'Std': 1.2400204400896735}","{'Mean': -7.898965219989445, 'Std': 1.4674664011016536}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -8.170662896053747, 'Std': 1.1911358139583816}","{'Mean': -7.65330453054828, 'Std': 1.6088943412046282}","{'Mean': -8.988008391608393, 'Std': 0.7589573175460634}","{'Mean': -7.576040968192745, 'Std': 1.5881093480987418}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -8.381001077798084, 'Std': 0.9208352039375755}","{'Mean': -7.924612386566702, 'Std': 1.450345748729766}","{'Mean': -9.34104895104895, 'Std': 0.777229374277388}","{'Mean': -7.823967329563546, 'Std': 1.4015458516293458}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -8.09758378419846, 'Std': 1.2358635811885719}","{'Mean': -7.688871081555796, 'Std': 1.556172380260339}","{'Mean': -9.090188811188812, 'Std': 1.209341958324814}","{'Mean': -7.739129828775998, 'Std': 1.4666904310296864}"
"measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -7.932433791074902, 'Std': 1.178713138410746}","{'Mean': -7.948532018007205, 'Std': 1.4744450418517212}","{'Mean': -9.018104895104896, 'Std': 1.0717444836123275}","{'Mean': -7.837820940200773, 'Std': 1.4164803263288992}"
"measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.472158497794373, 'Std': 0.6858132750799895}","{'Mean': -7.755083808536115, 'Std': 1.5503711495049464}","{'Mean': -9.329165034965035, 'Std': 0.6742621745184194}","{'Mean': -7.86685889129417, 'Std': 1.4267841456973185}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,","{'Mean': -8.522460744677032, 'Std': 1.2037180689860827}","{'Mean': -8.207490314043, 'Std': 2.7224910500470707}","{'Mean': -8.92140979020979, 'Std': 1.1236848881260377}","{'Mean': -7.276828643973481, 'Std': 1.7252775241754816}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,","{'Mean': -8.479775896158761, 'Std': 1.2064142428457056}","{'Mean': -8.011680976842934, 'Std': 2.628733737975877}","{'Mean': -8.893236363636365, 'Std': 1.4973147536222102}","{'Mean': -7.260110947235715, 'Std': 1.7392221993136647}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,temperature,","{'Mean': -8.62600441102386, 'Std': 1.0836021965554103}","{'Mean': -8.107326363217483, 'Std': 2.457386529138755}","{'Mean': -9.063695104895103, 'Std': 1.5125466979095659}","{'Mean': -7.284043918707484, 'Std': 1.7123527784484014}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,","{'Mean': -7.860434528230674, 'Std': 1.3220898271195851}","{'Mean': -8.2639260872944, 'Std': 2.8115175838768534}","{'Mean': -8.588732867132865, 'Std': 1.4221850113098662}","{'Mean': -7.281701403657434, 'Std': 1.7302395474377437}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,temperature,","{'Mean': -8.13507113369114, 'Std': 1.3613347358426737}","{'Mean': -8.36854568904116, 'Std': 2.66305365922936}","{'Mean': -8.768206993006995, 'Std': 1.4016354878065702}","{'Mean': -7.303834023390896, 'Std': 1.7033177272372277}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring PM10,temperature,","{'Mean': -8.523148296365004, 'Std': 1.6696222824134024}","{'Mean': -8.122951629245332, 'Std': 2.5251649598933925}","{'Mean': -8.779707692307692, 'Std': 1.6461159218225356}","{'Mean': -7.287415660587138, 'Std': 1.71552723594585}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -8.302291344998928, 'Std': 1.3996779999679945}","{'Mean': -8.136136717280596, 'Std': 2.838141366137234}","{'Mean': -8.507377622377623, 'Std': 1.1048501080418827}","{'Mean': -7.273994641194106, 'Std': 1.7323769762250072}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -8.250733692660848, 'Std': 1.08683033892305}","{'Mean': -8.213891388582258, 'Std': 2.753248840722594}","{'Mean': -8.97213846153846, 'Std': 0.9462036871226897}","{'Mean': -7.304513869692341, 'Std': 1.7016825684899684}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring PM10,temperature,","{'Mean': -8.30627286431745, 'Std': 1.4266861039533751}","{'Mean': -7.980608623231174, 'Std': 2.687906563112452}","{'Mean': -8.760903496503497, 'Std': 1.1471519390955702}","{'Mean': -7.285751216582147, 'Std': 1.7150205712939162}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -7.877218408721343, 'Std': 0.9851130415703234}","{'Mean': -8.258910853600174, 'Std': 2.8391628876310206}","{'Mean': -8.559483916083915, 'Std': 1.2421533427633786}","{'Mean': -7.308912011318554, 'Std': 1.7062404679003573}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -8.576821117317987, 'Std': 1.2055763656130218}","{'Mean': -8.0790345497172, 'Std': 2.633435816424699}","{'Mean': -9.214465734265733, 'Std': 0.782439043577373}","{'Mean': -7.216942429662547, 'Std': 1.6821337730882542}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -8.340739184404411, 'Std': 0.9449497748812036}","{'Mean': -8.200442198702953, 'Std': 2.507089343501451}","{'Mean': -9.34104895104895, 'Std': 0.777229374277388}","{'Mean': -7.241505410894005, 'Std': 1.6569907634764767}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -8.275034531584211, 'Std': 1.2008791458458912}","{'Mean': -7.958330358463314, 'Std': 2.386431251909577}","{'Mean': -9.087573426573426, 'Std': 1.2141993641519042}","{'Mean': -7.221712913464863, 'Std': 1.6667570637351008}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.24846071651883, 'Std': 1.5317293775313237}","{'Mean': -8.189633507016946, 'Std': 2.533534795270712}","{'Mean': -9.018104895104896, 'Std': 1.0717444836123275}","{'Mean': -7.243872153814844, 'Std': 1.6604708399142765}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.481230938841929, 'Std': 1.0947408977846311}","{'Mean': -8.076382411991858, 'Std': 2.659657389321906}","{'Mean': -9.329914685314685, 'Std': 0.6742345326845149}","{'Mean': -7.2443310172962185, 'Std': 1.658398570416073}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -8.174667220102858, 'Std': 1.155754741361244}","{'Mean': -7.673934747643673, 'Std': 1.6728484184629362}","{'Mean': -8.976454545454548, 'Std': 1.0948449578078374}","{'Mean': -7.584785023849603, 'Std': 1.5908736295107395}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -8.556234502480448, 'Std': 0.8331727189492711}","{'Mean': -7.910226036752093, 'Std': 1.482376589690158}","{'Mean': -9.027517482517483, 'Std': 1.0513585968887096}","{'Mean': -7.855750030012307, 'Std': 1.4427472058601736}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -8.689483607549457, 'Std': 0.9673642047317007}","{'Mean': -7.68734736396231, 'Std': 1.5905376978145644}","{'Mean': -9.12406713286713, 'Std': 1.4109757355796184}","{'Mean': -7.765151994628286, 'Std': 1.4991156751991421}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.30479890983666, 'Std': 1.2473610111214188}","{'Mean': -7.944473322368727, 'Std': 1.5022301465846466}","{'Mean': -8.786823776223777, 'Std': 1.3822205608010465}","{'Mean': -7.8598532128574305, 'Std': 1.4499816377774761}"
"measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.19308051844473, 'Std': 1.0682325062182814}","{'Mean': -7.763374618729829, 'Std': 1.6003477368287091}","{'Mean': -9.117587412587415, 'Std': 0.9674877293740303}","{'Mean': -7.899296838260317, 'Std': 1.4625112962817775}"
"measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.479552370471826, 'Std': 1.06151302748673}","{'Mean': -7.949238287794605, 'Std': 1.4812016109763546}","{'Mean': -9.332493706293707, 'Std': 0.7918497599924599}","{'Mean': -7.836560686865505, 'Std': 1.4150240811325947}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,","{'Mean': -8.178709797452964, 'Std': 1.0749162527801248}","{'Mean': -8.267764599488196, 'Std': 2.812140568937443}","{'Mean': -8.86561958041958, 'Std': 1.1568666222107922}","{'Mean': -7.279802335399729, 'Std': 1.7287190683889964}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,temperature,","{'Mean': -8.773507432678038, 'Std': 1.1954621766870719}","{'Mean': -8.368634241971893, 'Std': 2.6617250734091513}","{'Mean': -9.028977622377623, 'Std': 1.0503251577638413}","{'Mean': -7.303210155530297, 'Std': 1.7030325669377544}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring PM10,temperature,","{'Mean': -8.578937908930062, 'Std': 1.242227518648815}","{'Mean': -8.131111235525072, 'Std': 2.5265485078167607}","{'Mean': -9.121191608391609, 'Std': 1.4060433383108344}","{'Mean': -7.285702526769461, 'Std': 1.7146024725451616}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.091628379367489, 'Std': 1.0998428054581137}","{'Mean': -8.38927125815641, 'Std': 2.7180943317916277}","{'Mean': -8.786823776223777, 'Std': 1.3822205608010465}","{'Mean': -7.305124673225585, 'Std': 1.7058603284916851}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.4100107049475, 'Std': 1.278730625544583}","{'Mean': -8.262751811974704, 'Std': 2.839655849908104}","{'Mean': -9.117587412587415, 'Std': 0.9674877293740303}","{'Mean': -7.307612767630621, 'Std': 1.7052086620118891}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.611910030484315, 'Std': 1.177057493009068}","{'Mean': -8.203750645855136, 'Std': 2.538560459252159}","{'Mean': -9.332493706293707, 'Std': 0.7918497599924599}","{'Mean': -7.24198366927156, 'Std': 1.6591124596773943}"
"measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.464934228056824, 'Std': 0.9998511496726976}","{'Mean': -7.941283658854166, 'Std': 1.512706586810908}","{'Mean': -9.0436993006993, 'Std': 1.0413934973738022}","{'Mean': -7.861466170306075, 'Std': 1.4460643173372056}"
"measuring CO,measuring NO2,measuring O3 1,measuring O3 2,measuring SO2 1,measuring SO2 2,measuring PM10,temperature,","{'Mean': -8.20743597266295, 'Std': 1.068073077506088}","{'Mean': -8.393078624896296, 'Std': 2.7183927800946295}","{'Mean': -9.0436993006993, 'Std': 1.0413934973738022}","{'Mean': -7.306107895479568, 'Std': 1.7060889175971825}"
