,MLP Regression,Multilinear Regression,KNN Regression,Random Forests Regression
"measuring SO2 2,measuring PM10,temperature,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.03019986,  0.09562288, -0.67852336,  0.07608227, -0.5420163 ]), 'Test RMSE': array([-15.33072891, -17.37242778, -11.18789304, -31.99343801,
       -14.12329726]), 'Test MAE': array([ -7.35991525,  -7.33143331,  -7.5665161 , -12.70329481,
        -9.35869945])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.0362867 ,  0.09326941, -0.24092549,  0.06135261, -0.84533421]), 'Test RMSE': array([-15.37595231, -17.39501734,  -9.61960996, -32.247459  ,
       -15.45002316]), 'Test MAE': array([ -8.60753115,  -8.25129078,  -5.9728684 , -13.24427611,
       -12.27004406])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.13398075, -0.08558061, -2.8980094 ,  0.0438909 , -2.52477726]), 'Test RMSE': array([-16.08440142, -19.03341734, -17.04928034, -32.54602743,
       -21.35292904]), 'Test MAE': array([ -7.72798601,  -7.64497203,  -8.74595804, -13.2107972 ,
       -11.9313007 ])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([-0.03630994,  0.05210169, -1.02240916,  0.06643494, -1.63184074]), 'Test RMSE': array([-15.37612476, -17.78552156, -12.28058689, -32.16003804,
       -18.45106422]), 'Test MAE': array([ -6.03439033,  -7.45950855,  -8.74617104, -13.03981529,
       -12.62622146])}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 1,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.20974255, -0.02242154, -1.31156387, -0.28808828, -0.13087381]), 'Test RMSE': array([-16.61301813, -18.47143881, -13.12917872, -37.77609608,
       -12.09479998]), 'Test MAE': array([-11.06346425,  -9.25019867,  -8.538189  , -15.92581847,
        -6.94549182])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.80679633,  0.10300358, -0.16254664, -0.00135619, -0.07702411]), 'Test RMSE': array([-20.30283391, -17.30139357,  -9.31086015, -33.3072329 ,
       -11.80332407]), 'Test MAE': array([-17.5107102 ,  -6.98290151,  -5.77763948, -12.76399548,
        -6.29382985])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.25729051, -0.00988243, -1.18380194, -0.08229331, -1.18816684]), 'Test RMSE': array([-16.93635235, -18.35782139, -12.76119174, -34.62714998,
       -16.82409974]), 'Test MAE': array([-10.20846154,  -7.20637063,  -5.35732168, -12.66599301,
        -8.71974825])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.02629759,  0.16110161, -0.41591022,  0.03021645, -0.06783787]), 'Test RMSE': array([-14.90442354, -16.73171319, -10.2754883 , -32.77794076,
       -11.75287932]), 'Test MAE': array([ -8.05497004,  -6.83974882,  -7.23632373, -12.86898184,
        -6.95826524])}"
"measuring CO,measuring NO2,measuring O3 1,measuring SO2 2,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.17263745, -0.69296475, -1.38856007,  0.04202882, -0.34495049]), 'Test RMSE': array([-16.35625757, -23.76893314, -13.34604837, -32.5777047 ,
       -13.1899991 ]), 'Test MAE': array([ -8.08401377, -10.34774963,  -8.89807198, -12.56465695,
        -8.13458286])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.71166818,  0.08267862, -0.24919141,  0.01061002, -0.10425843]), 'Test RMSE': array([-19.76113339, -17.49631096,  -9.65159533, -33.10762406,
       -11.9516256 ]), 'Test MAE': array([-16.73852073,  -7.58749726,  -6.4943813 , -12.97359023,
        -6.88475701])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.61134263, -0.1740675 , -4.19400042,  0.07069344, -0.92771784]), 'Test RMSE': array([-19.17326215, -19.79394071, -19.68047612, -32.08660453,
       -15.79113517]), 'Test MAE': array([-13.07397902,  -9.57930769, -10.26140559, -11.44511888,
        -6.95040559])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.1009743 ,  0.09905201, -1.03151003,  0.05038573,  0.04270633]), 'Test RMSE': array([-14.32148707, -17.33946096, -12.30818728, -32.43529686,
       -11.12792554]), 'Test MAE': array([ -6.8574617 ,  -7.90097923,  -8.67995099, -12.69814803,
        -6.08955802])}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 1,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([ 4.60197593e-02, -1.40744646e-03, -1.48497464e+00,  2.35252032e-02,
       -2.28076478e+00]), 'Test RMSE': array([-14.75270816, -18.28062919, -13.6127413 , -32.89082594,
       -20.60056656]), 'Test MAE': array([ -7.91318035,  -7.4676578 ,  -8.80290883, -12.52819531,
       -11.11903376])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.10042284,  0.10694974, -0.61181551,  0.09600676, -0.13936783]), 'Test RMSE': array([-15.84462113, -17.26329463, -10.96332469, -31.64658498,
       -12.1401372 ]), 'Test MAE': array([-12.07727883,  -9.03106784,  -7.39365464, -12.05163269,
        -7.70829411])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.06602586, -0.09096984, -2.79791432,  0.0411978 , -2.14874093]), 'Test RMSE': array([-15.59501986, -19.08060335, -16.82895667, -32.59183178,
       -20.18180858]), 'Test MAE': array([ -9.42608392,  -7.77484615,  -9.47988811, -12.70854545,
       -10.67205594])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.06931526,  0.11674594, -0.78842983,  0.0692375 , -0.36105746]), 'Test RMSE': array([-14.57146972, -17.1683498 , -11.54836663, -32.11172964,
       -13.268745  ]), 'Test MAE': array([ -5.9849915 ,  -6.65314975,  -7.89463223, -12.56366714,
        -8.18909333])}"
"measuring CO,measuring NO2,measuring O3 2,measuring SO2 2,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.14349755,  0.01722956, -1.68766022,  0.04234812, -0.5336425 ]), 'Test RMSE': array([-16.15175358, -18.10972158, -14.15701826, -32.57227499,
       -14.08489734]), 'Test MAE': array([ -8.76646912,  -8.04601207,  -8.82134044, -11.86564759,
        -7.99022211])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.17491871,  0.09416284, -0.56764852,  0.0977147 , -0.15577529]), 'Test RMSE': array([-16.37215967, -17.38644526, -10.81207275, -31.61667539,
       -12.22723671]), 'Test MAE': array([-12.83855234,  -9.15674603,  -7.28763096, -12.26476686,
        -7.85264617])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-6.74477457e-01, -9.96928618e-02, -5.08507978e+00,  1.87463277e-03,
       -1.89656116e+00]), 'Test RMSE': array([-19.54527179, -19.15673246, -21.30187093, -33.25345746,
       -19.35677355]), 'Test MAE': array([-12.8735035 ,  -8.43274825, -10.87693007, -12.21028671,
        -9.79042657])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.07511106,  0.12361849, -0.82999599,  0.06901653, -0.38868173]), 'Test RMSE': array([-14.52602726, -17.10142637, -11.68179766, -32.1155412 ,
       -13.40272105]), 'Test MAE': array([ -6.04154981,  -6.82856876,  -8.01202881, -12.54462942,
        -8.24244577])}"
"measuring CO,measuring NO2,measuring SO2 1,measuring SO2 2,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.27496944, -0.21938843, -2.74746353,  0.00731929, -1.24537546]), 'Test RMSE': array([-17.05500885, -20.1723626 , -16.71680661, -33.16263664,
       -17.04260994]), 'Test MAE': array([ -8.57608971,  -9.7624283 , -10.72297973, -12.20199817,
        -8.4097707 ])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.52352249,  0.10049241, -0.24102683,  0.01097309, -0.03803639]), 'Test RMSE': array([-18.64345919, -17.32559458,  -9.62000275, -33.10154878,
       -11.58771771]), 'Test MAE': array([-15.48944318,  -7.40609389,  -6.42132436, -12.93524883,
        -6.30177818])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.50463845, -0.27749573, -3.89054012,  0.03377766, -1.31612079]), 'Test RMSE': array([-18.52755621, -20.64740422, -19.09690659, -32.71770232,
       -17.30900966]), 'Test MAE': array([-12.62328671,  -9.28429371, -11.33966434, -11.65497203,
        -8.01675524])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.10083633,  0.10011089, -1.02887917,  0.05070632,  0.04195843]), 'Test RMSE': array([-14.32258592, -17.32926843, -12.30021499, -32.42982133,
       -11.13227161]), 'Test MAE': array([ -7.03048257,  -7.88011541,  -8.6489032 , -12.69609615,
        -6.0802628 ])}"
"measuring CO,measuring NO2,measuring SO2 1,measuring PM10,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.11802606, -0.04146352, -1.03745193, -0.07953951, -1.10238167]), 'Test RMSE': array([-15.97084978, -18.64265498, -12.32617408, -34.583069  ,
       -16.49101546]), 'Test MAE': array([ -8.5242916 ,  -8.37073503,  -8.6111408 , -13.91045689,
        -8.94450086])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-5.92268694e-01,  9.54116762e-02, -1.56873208e-01,  1.95496459e-04,
       -4.71972609e-02]), 'Test RMSE': array([-19.05944454, -17.37445617,  -9.28811304, -33.28141668,
       -11.63873732]), 'Test MAE': array([-16.09096335,  -6.95600037,  -5.67274703, -12.61046019,
        -6.14213048])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.26864668, -0.09787728, -2.11636967, -0.06102088, -1.0410419 ]), 'Test RMSE': array([-17.01266714, -19.14091213, -15.24435645, -34.2851635 ,
       -16.248661  ]), 'Test MAE': array([-10.23899301,  -8.67659441,  -8.55045455, -15.73325175,
        -9.96317483])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.02426331,  0.15771882, -0.41048058,  0.03043687, -0.07010349]), 'Test RMSE': array([-14.91998473, -16.76541387, -10.2557675 , -32.77421559,
       -11.76534067]), 'Test MAE': array([ -8.08418298,  -6.8557293 ,  -7.2081537 , -12.86993509,
        -6.98638576])}"
"measuring CO,measuring NO2,measuring SO2 1,temperature,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.03633369,  0.08507629, -0.59994808,  0.02482029, -1.45949688]), 'Test RMSE': array([-15.37630095, -17.47343036, -10.92288987, -32.8690073 ,
       -17.83671017]), 'Test MAE': array([ -9.26291848,  -8.57170425,  -6.86014696, -12.47204143,
       -11.70098525])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.14616157,  0.091866  , -0.12127932,  0.07042794, -0.50715291]), 'Test RMSE': array([-16.17055713, -17.40847381,  -9.14411157, -32.0911877 ,
       -13.96272796]), 'Test MAE': array([-12.54148722,  -9.34570901,  -5.30903973, -12.21859484,
       -10.53948979])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.20403911, -0.1125995 , -2.45919415, -0.05666666, -4.13623502]), 'Test RMSE': array([-16.5738101 , -19.26882185, -16.06098142, -34.21474144,
       -25.77591325]), 'Test MAE': array([ -9.55548951,  -7.85755245,  -8.68297203, -12.10643357,
       -14.07342657])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([-0.37115786,  0.17770204, -0.36037313,  0.06310626, -1.10365371]), 'Test RMSE': array([-17.68665851, -16.56533935, -10.07195169, -32.21732134,
       -16.4960036 ]), 'Test MAE': array([-11.27600866,  -6.92683449,  -5.93446326, -12.64633181,
       -10.87878907])}"
"measuring CO,measuring NO2,measuring SO2 2,measuring PM10,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.07213137, -0.03353577, -0.72959532,  0.03495981, -0.12013024]), 'Test RMSE': array([-15.63961522, -18.57156432, -11.35682312, -32.69768156,
       -12.03721116]), 'Test MAE': array([ -7.85457042,  -9.00852468,  -7.81718082, -11.81628245,
        -7.21662626])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.48389039,  0.08534133, -0.22886207,  0.01202638, -0.09347544]), 'Test RMSE': array([-18.39937082, -17.47089921,  -9.57273816, -33.08391785,
       -11.89312915]), 'Test MAE': array([-15.13930478,  -7.32848278,  -6.29175972, -12.90632054,
        -6.96352336])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.44588419, -0.12063737, -3.9671467 ,  0.06512139, -0.78154405]), 'Test RMSE': array([-18.16221515, -19.33829948, -19.24589464, -32.18265509,
       -15.18063366]), 'Test MAE': array([-11.10772028,  -8.95533566, -10.59511888, -11.41175524,
        -6.49230769])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.09701934,  0.09837654, -1.05258396,  0.05113376,  0.05142154]), 'Test RMSE': array([-14.35295379, -17.3459597 , -12.37186226, -32.42251927,
       -11.07715535]), 'Test MAE': array([ -7.04657346,  -7.88849999,  -8.69905038, -12.69154844,
        -6.03983632])}"
"measuring CO,measuring NO2,measuring SO2 2,temperature,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.2799763 ,  0.06339212, -1.31189077,  0.04023768, -0.97684706]), 'Test RMSE': array([-17.08846394, -17.6792825 , -13.13010703, -32.60814614,
       -15.99109315]), 'Test MAE': array([ -9.97594517,  -7.9325942 ,  -8.15017139, -12.14296262,
        -9.29660538])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.21709541,  0.07358946, -0.11650972,  0.07318973, -0.53668069]), 'Test RMSE': array([-16.66342892, -17.58277725,  -9.12464266, -32.04348025,
       -14.09884173]), 'Test MAE': array([-13.20227651,  -9.39411378,  -5.37347561, -12.51722313,
       -10.82915431])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.28168012, -0.06408946, -4.36775094,  0.05063828, -2.25721265]), 'Test RMSE': array([-17.09983362, -18.84407399, -20.0069455 , -32.43098339,
       -20.52648916]), 'Test MAE': array([ -9.2897972 ,  -8.10772727, -10.28425175, -12.1703986 ,
       -10.89116084])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([-0.29390211,  0.13801515, -0.65066655,  0.06412425, -1.09819714]), 'Test RMSE': array([-17.18117145, -16.96037883, -11.09466738, -32.19981362,
       -16.47459562]), 'Test MAE': array([-10.77438258,  -7.557054  ,  -7.64736523, -12.62024071,
       -10.86211573])}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 1,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([ 0.03931865,  0.10807319, -1.60356099,  0.05433915, -0.86880338]), 'Test RMSE': array([-14.80443174, -17.25243265, -13.93376523, -32.36770925,
       -15.54796032]), 'Test MAE': array([ -6.22036016,  -6.80043456,  -9.53312928, -13.06534262,
       -10.44901105])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.24943704,  0.08862211, -0.59480678,  0.09543816, -0.12769301]), 'Test RMSE': array([-16.88337435, -17.43953798, -10.90532586, -31.65653609,
       -12.07777851]), 'Test MAE': array([-13.4704137 ,  -9.05611262,  -7.28367771, -12.04273734,
        -7.57537494])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.75237835, -0.07456977, -2.60033131,  0.07218241, -2.373725  ]), 'Test RMSE': array([-19.99475102, -18.93664508, -16.3853546 , -32.06088913,
       -20.89038565]), 'Test MAE': array([-12.03643357,  -7.99990909,  -9.29311888, -12.82614685,
       -11.44564336])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.10119432,  0.11384421, -0.68303333,  0.10386714, -0.39599726]), 'Test RMSE': array([-14.31973447, -17.19652797, -11.20291316, -31.50869832,
       -13.43797723]), 'Test MAE': array([ -6.95639091,  -6.63638764,  -7.42003527, -12.09522118,
        -8.14448219])}"
"measuring CO,measuring O3 1,measuring O3 2,measuring SO2 2,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([ 0.03209362,  0.04625176, -1.09375605,  0.06678622, -1.53929876]), 'Test RMSE': array([-14.85999754, -17.84031856, -12.4953277 , -32.15398705,
       -18.123769  ]), 'Test MAE': array([ -6.87512153,  -7.3781438 ,  -8.11003904, -13.70977088,
       -10.32791237])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.3661158 ,  0.05694538, -0.5730348 ,  0.09797052, -0.13704653]), 'Test RMSE': array([-17.6541096 , -17.74002202, -10.83063143, -31.61219304,
       -12.12776399]), 'Test MAE': array([-14.51144387,  -9.41176109,  -7.23287055, -12.22622093,
        -7.63279727])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.72076087, -0.12205167, -4.59960486,  0.03653723, -1.58128361]), 'Test RMSE': array([-19.81355122, -19.35049855, -20.43446642, -32.67094736,
       -18.27298425]), 'Test MAE': array([-13.18718182,  -8.13525175,  -9.3278042 , -12.97090909,
        -9.2426993 ])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.09776941,  0.12067974, -0.69774081,  0.1017971 , -0.41242242]), 'Test RMSE': array([-14.34699129, -17.13007523, -11.25175597, -31.54506939,
       -13.51680096]), 'Test MAE': array([ -6.4649653 ,  -6.81802554,  -7.6576435 , -12.0352193 ,
        -8.14148647])}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring SO2 2,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([ 0.03630833,  0.10030992, -2.82857889,  0.01456717, -0.85311627]), 'Test RMSE': array([-14.82760865, -17.327352  , -16.89675906, -33.04134934,
       -15.48256642]), 'Test MAE': array([ -6.22788595,  -7.95015538, -11.57029056, -13.10885286,
        -8.9551914 ])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.73444781,  0.08058286, -0.23408133,  0.00942597, -0.085736  ]), 'Test RMSE': array([-19.8921937 , -17.51628601,  -9.59304543, -33.12742877,
       -11.85096558]), 'Test MAE': array([-17.01725875,  -7.61737186,  -6.43463241, -12.98602082,
        -6.74459868])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.12468538, -0.11212507, -3.43582103,  0.0715578 , -1.69828248]), 'Test RMSE': array([-16.01834292, -19.26471315, -18.18744188, -32.071679  ,
       -18.68251436]), 'Test MAE': array([ -9.16420979,  -9.13635664, -10.35515385, -11.89564336,
        -9.00020979])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 1.04262101e-01,  9.63876542e-02, -8.92010913e-01,  9.29357399e-02,
        3.69255364e-04]), 'Test RMSE': array([-14.29527572, -17.36508082, -11.87808502, -31.70029384,
       -11.37133411]), 'Test MAE': array([ -7.26250274,  -7.87628648,  -8.44266381, -12.07122681,
        -6.17843683])}"
"measuring CO,measuring O3 1,measuring SO2 1,measuring PM10,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([ 0.01894269, -0.05786275, -0.6579075 , -0.04475916, -0.15531648]), 'Test RMSE': array([-14.96060825, -18.78885842, -11.11897513, -34.02141358,
       -12.22480957]), 'Test MAE': array([ -8.29095975,  -8.86360427,  -6.9694494 , -14.04445173,
        -7.01930062])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.79859773,  0.09830367, -0.14244784, -0.00191958, -0.10404303]), 'Test RMSE': array([-20.256718  , -17.34666065,  -9.23002338, -33.3166013 ,
       -11.95045988]), 'Test MAE': array([-17.512911  ,  -6.68666544,  -5.58933948, -12.68449712,
        -6.63726987])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.7154745 , -0.27206969, -2.13550209, -0.06866429, -1.07025114]), 'Test RMSE': array([-19.78309312, -20.60350863, -15.29107991, -34.40843409,
       -16.36451483]), 'Test MAE': array([-13.97861538, -10.21857343,  -8.73568531, -16.25174825,
        -9.23162937])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.0042495 ,  0.14719552, -0.19080743,  0.05630625, -0.14901477]), 'Test RMSE': array([-15.07222356, -16.86982073,  -9.42335122, -32.33402729,
       -12.19142367]), 'Test MAE': array([ -9.44034928,  -6.88254162,  -5.52791667, -12.4739466 ,
        -7.66275359])}"
"measuring CO,measuring O3 1,measuring SO2 1,temperature,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([ 0.05833057,  0.09524385, -0.65821674,  0.0546161 , -0.80697831]), 'Test RMSE': array([-14.65720957, -17.37606787, -11.12001206, -32.36296922,
       -15.28861301]), 'Test MAE': array([ -7.80363377,  -8.56241794,  -7.38188872, -12.62078872,
       -10.27912243])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.31094786,  0.05834587, -0.09629759,  0.07059282, -0.49321229]), 'Test RMSE': array([-17.29397276, -17.7268447 ,  -9.04167394, -32.08834165,
       -13.89800285]), 'Test MAE': array([-14.02828924,  -9.51427826,  -5.15009164, -12.15465298,
       -10.44778313])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.14389927, -0.22499951, -2.75802019, -0.05790409, -3.28827056]), 'Test RMSE': array([-16.15459046, -20.21872145, -16.74033581, -34.23476958,
       -23.55226652]), 'Test MAE': array([ -8.68109091,  -8.87662238,  -8.94046853, -13.24705594,
       -13.02953846])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([-0.05359485,  0.16657987, -0.39656178,  0.1000036 , -1.18664671]), 'Test RMSE': array([-15.50382581, -16.6769921 , -10.20503942, -31.57654767,
       -16.81825483]), 'Test MAE': array([ -9.30265816,  -6.98234076,  -5.91845112, -12.12412529,
       -11.11082062])}"
"measuring CO,measuring O3 1,measuring SO2 2,measuring PM10,","{'Model': Pipeline(steps=[('mlp_regressor',
                 MLPRegressor(max_iter=1000, random_state=42, solver='lbfgs'))]), 'Test R2': array([-0.09818799,  0.04416461, -0.59330156,  0.02868898, -1.21800322]), 'Test RMSE': array([-15.82852351, -17.85982855, -10.9001783 , -32.80374426,
       -16.93841247]), 'Test MAE': array([ -7.16937294,  -8.3347971 ,  -7.88443186, -13.01244321,
       -11.78307847])}","{'Model': Pipeline(steps=[('linear_regressor', LinearRegression())]), 'Test R2': array([-0.72150157,  0.0595083 , -0.23680859,  0.01072627, -0.14896905]), 'Test RMSE': array([-19.81781515, -17.71589978,  -9.60363967, -33.10567893,
       -12.19118109]), 'Test MAE': array([-16.88560423,  -7.65801171,  -6.3917061 , -12.9216121 ,
        -7.36682262])}","{'Model': Pipeline(steps=[('knn_regressor', KNeighborsRegressor())]), 'Test R2': array([-0.31846922, -0.20371854, -3.58229104,  0.11486284, -1.04963237]), 'Test RMSE': array([-17.34351254, -20.04232988, -18.48527626, -31.31479314,
       -16.28281931]), 'Test MAE': array([ -9.84543357,  -9.58896503, -10.01972727, -11.74120979,
        -7.47490909])}","{'Model': Pipeline(steps=[('random_forest_regressor',
                 RandomForestRegressor(max_depth=2, n_estimators=500,
                                       random_state=40))]), 'Test R2': array([ 0.09896791,  0.09584712, -0.95432623,  0.09320656,  0.01325286]), 'Test RMSE': array([-14.33745906, -17.37027384, -12.0721088 , -31.69556117,
       -11.2978175 ]), 'Test MAE': array([ -7.28772626,  -7.87783697,  -8.54200824, -12.07695758,
        -6.13020055])}"
