DateTime,Partículas Totais em Suspensão,Material Particulado <10µm,Óxidos de Nitrogênio,Dióxido de Nitrogênio,Dióxido de Enxofre,Monóxido de Nitrogênio,Ozônio,Material Particulado <2.5µm,Monóxido de Carbono
2022-01-01 02:30:00,40.0,31.0,4.63,4.02,4.46,0.61,13.23,9.0,0.1467
2022-01-01 03:30:00,43.0,37.0,5.31,4.38,4.33,0.93,12.07,15.0,0.1544
2022-01-01 04:30:00,32.0,22.0,9.77,8.66,4.48,1.11,13.24,9.0,0.1167
2022-01-01 05:30:00,22.0,16.0,9.91,8.57,4.44,1.34,14.42,8.0,0.1079
2022-01-01 06:30:00,27.0,16.0,9.88,8.1,4.58,1.78,13.3,5.0,0.1154
2022-01-01 07:30:00,31.0,12.0,7.53,5.79,4.7,1.74,15.44,2.0,0.1209
2022-01-01 08:30:00,25.0,22.0,5.94,4.4,12.45,1.54,19.94,2.0,0.0938
2022-01-01 09:30:00,33.0,24.0,5.64,3.98,71.78,1.66,11.99,9.0,0.079
2022-01-01 10:30:00,27.0,21.0,4.93,3.39,45.03,1.54,25.63,10.0,0.092
2022-01-01 11:30:00,25.0,21.0,10.35,6.44,21.92,3.91,37.62,11.0,0.0712
2022-01-01 12:30:00,31.0,23.0,42.76,25.37,7.54,17.39,45.29,6.0,0.0838
2022-01-01 13:30:00,24.0,19.0,22.46,16.89,5.39,5.57,49.17,11.0,0.0829
2022-01-01 14:30:00,26.0,22.0,12.04,9.49,6.72,2.55,49.92,6.0,0.0883
2022-01-01 15:30:00,22.0,17.0,3.27,2.6,5.74,0.67,50.15,2.0,0.0749
2022-01-01 16:30:00,27.0,17.0,2.45,1.81,4.62,0.64,48.92,2.0,0.0668
2022-01-01 17:30:00,25.0,21.0,3.45,2.4,4.94,1.05,47.13,5.0,0.0888
2022-01-01 18:30:00,38.0,25.0,2.58,2.03,4.96,0.55,41.55,8.0,0.0807
2022-01-01 19:30:00,41.0,32.0,1.97,1.38,4.63,0.59,38.28,7.0,0.0878
2022-01-01 20:30:00,26.0,22.0,2.09,1.59,10.46,0.5,35.0,10.0,0.0941
2022-01-01 21:30:00,28.0,24.0,2.83,2.31,27.5,0.52,22.11,11.0,0.1042
2022-01-01 22:30:00,28.0,22.0,3.81,3.29,24.13,0.52,23.46,10.0,0.1063
2022-01-01 23:30:00,27.0,16.0,11.4,10.05,14.93,1.35,30.55,5.0,0.0999
2022-01-02 00:30:00,23.0,22.0,27.9,24.47,7.49,3.43,32.15,11.0,0.1042
2022-01-02 01:30:00,27.0,24.0,22.97,20.99,6.39,1.98,25.2,7.0,0.1008
2022-01-02 02:30:00,25.0,18.0,13.15,11.9,5.56,1.25,27.29,5.0,0.0937
2022-01-02 03:30:00,25.0,14.0,6.22,5.47,5.2,0.75,29.97,6.0,0.0921
2022-01-02 04:30:00,22.0,21.0,6.69,5.69,5.03,1.0,26.5,5.0,0.0937
2022-01-02 05:30:00,19.0,15.0,5.09,4.27,5.12,0.82,26.12,10.0,0.0933
2022-01-02 06:30:00,17.0,8.0,3.54,2.92,4.93,0.62,24.52,9.0,0.1055
2022-01-02 07:30:00,16.0,14.0,4.34,3.58,5.04,0.76,28.89,5.0,0.0958
2022-01-02 08:30:00,23.0,21.0,5.15,4.36,19.01,0.79,27.33,7.0,0.0868
2022-01-02 09:30:00,26.0,26.0,5.58,4.61,40.5,0.97,27.34,10.0,0.0992
2022-01-02 10:30:00,40.0,31.0,4.77,3.77,45.82,1.0,34.61,11.0,0.0957
2022-01-02 11:30:00,45.0,34.0,13.76,10.02,14.15,3.74,49.06,11.0,0.0957
2022-01-02 12:30:00,54.0,35.0,24.33,18.42,7.03,5.91,55.63,9.0,0.1081
2022-01-02 13:30:00,44.0,40.0,22.79,17.8,5.63,4.99,61.07,11.0,0.0997
2022-01-02 14:30:00,41.0,38.0,6.94,5.48,5.27,1.46,56.27,12.0,0.0978
2022-01-02 15:30:00,55.0,40.0,3.66,2.86,13.96,0.8,47.48,9.0,0.0914
2022-01-02 16:30:00,38.0,34.0,2.69,1.99,20.28,0.7,40.29,11.0,0.092
2022-01-02 17:30:00,38.0,30.0,2.24,1.71,11.12,0.53,42.98,11.0,0.0967
2022-01-02 18:30:00,45.0,32.0,6.69,5.38,19.49,1.31,34.97,11.0,0.1244
2022-01-02 19:30:00,44.0,41.0,11.04,8.89,8.07,2.15,39.98,10.0,0.1251
2022-01-02 20:30:00,47.0,37.0,6.21,5.33,6.65,0.88,36.11,14.0,0.119
2022-01-02 21:30:00,56.0,38.0,14.25,12.08,8.45,2.17,33.85,12.0,0.1277
2022-01-02 22:30:00,58.0,46.0,6.34,5.51,5.78,0.83,36.76,13.0,0.1198
2022-01-02 23:30:00,51.0,43.0,6.61,5.61,5.39,1.0,36.89,11.0,0.1327
2022-01-03 00:30:00,50.0,33.0,8.76,7.97,5.12,0.79,38.62,12.0,0.1277
2022-01-03 01:30:00,49.0,33.0,6.2,5.46,5.31,0.74,31.66,7.0,0.135
2022-01-03 02:30:00,43.0,34.0,8.27,7.57,5.71,0.7,28.04,6.0,0.1293
2022-01-03 03:30:00,39.0,39.0,8.09,7.33,5.33,0.76,22.41,9.0,0.1278
2022-01-03 04:30:00,36.0,33.0,8.96,8.09,5.79,0.87,20.47,10.0,0.1229
2022-01-03 05:30:00,37.0,37.0,10.72,9.84,5.23,0.88,19.08,9.0,0.1365
2022-01-03 06:30:00,48.0,29.0,11.66,10.62,5.2,1.04,18.76,11.0,0.1522
2022-01-03 07:30:00,51.0,38.0,10.74,9.58,6.03,1.16,24.77,10.0,0.1899
2022-01-03 08:30:00,58.0,43.0,9.25,7.89,5.62,1.36,33.34,10.0,0.1636
2022-01-03 09:30:00,59.0,42.0,10.41,8.5,5.31,1.91,42.74,15.0,0.1699
2022-01-03 10:30:00,76.0,56.0,9.66,7.62,9.13,2.04,53.77,24.0,0.1649
2022-01-03 11:30:00,71.0,56.0,11.14,8.77,18.78,2.37,58.52,27.0,0.1408
2022-01-03 12:30:00,43.0,35.0,12.27,9.92,7.67,2.35,57.51,9.0,0.1363
2022-01-03 13:30:00,42.0,32.0,10.16,8.51,6.62,1.65,59.47,17.0,0.1451
2022-01-03 14:30:00,46.0,37.0,12.34,10.28,5.87,2.06,56.79,11.0,0.1222
2022-01-03 15:30:00,39.0,30.0,5.6,4.64,4.64,0.96,48.25,11.0,0.1321
2022-01-03 16:30:00,34.0,30.0,5.05,4.03,4.61,1.02,55.37,14.0,0.1231
2022-01-03 17:30:00,43.0,41.0,4.05,3.1,4.77,0.95,53.57,13.0,0.1453
2022-01-03 18:30:00,47.0,39.0,4.47,3.54,4.68,0.93,49.3,15.0,0.1516
2022-01-03 19:30:00,51.0,41.0,4.61,3.84,4.64,0.77,46.36,15.0,0.1515
2022-01-03 20:30:00,45.0,37.0,6.12,4.92,4.53,1.2,45.01,15.0,0.1645
2022-01-03 21:30:00,33.0,28.0,6.12,5.3,4.61,0.82,45.52,11.0,0.1594
2022-01-03 22:30:00,36.0,32.0,8.08,6.81,15.93,1.27,39.9,17.0,0.1433
2022-01-03 23:30:00,28.0,26.0,8.99,8.11,13.79,0.88,39.63,12.0,0.1414
2022-01-04 00:30:00,33.0,28.0,8.47,7.39,10.41,1.08,39.28,11.0,0.1594
2022-01-04 01:30:00,33.0,31.0,20.56,18.99,5.75,1.57,39.22,17.0,0.139
2022-01-04 02:30:00,34.0,32.0,16.77,15.66,5.01,1.11,35.01,12.0,0.1467
2022-01-04 03:30:00,31.0,30.0,12.42,11.32,4.96,1.1,31.35,14.0,0.1484
2022-01-04 04:30:00,27.0,25.0,5.43,4.77,4.69,0.66,31.23,12.0,0.1416
2022-01-04 05:30:00,36.0,35.0,5.83,5.1,4.57,0.73,21.96,14.0,0.1635
2022-01-04 06:30:00,29.0,28.0,6.7,5.94,5.07,0.76,19.5,12.0,0.1684
2022-01-04 07:30:00,41.0,33.0,6.06,5.22,33.24,0.84,13.96,17.0,0.2079
2022-01-04 08:30:00,33.0,24.0,10.82,9.64,33.51,1.18,22.32,11.0,0.1366
2022-01-04 09:30:00,39.0,30.0,13.58,11.36,47.51,2.22,28.19,7.0,0.1278
2022-01-04 10:30:00,38.0,32.0,39.73,23.43,17.23,16.3,44.59,9.0,0.1244
2022-01-04 11:30:00,36.0,35.0,28.29,20.77,8.06,7.52,46.87,12.0,0.1103
2022-01-04 12:30:00,44.0,34.0,30.3,22.59,23.8,7.71,38.39,11.0,0.1281
2022-01-04 13:30:00,44.0,36.0,12.83,10.56,21.7,2.27,38.41,10.0,0.1158
2022-01-04 14:30:00,37.0,36.0,7.68,5.29,48.97,2.39,29.9,27.0,0.1145
2022-01-04 15:30:00,39.0,27.0,14.26,10.66,50.92,3.6,28.2,6.0,0.1211
2022-01-04 16:30:00,42.0,27.0,12.96,10.35,17.28,2.61,42.4,6.0,0.1167
2022-01-04 17:30:00,30.0,27.0,26.72,19.43,12.47,7.29,43.6,13.0,0.1142
2022-01-04 18:30:00,44.0,35.0,26.45,20.95,9.51,5.5,40.18,13.0,0.1405
2022-01-04 19:30:00,42.0,38.0,10.86,9.24,9.39,1.62,33.72,11.0,0.1316
2022-01-04 20:30:00,34.0,35.0,8.49,7.26,27.56,1.23,23.96,7.0,0.1247
2022-01-04 21:30:00,30.0,25.0,8.66,7.6,15.98,1.06,27.45,8.0,0.1296
2022-01-04 22:30:00,31.0,27.0,14.77,11.74,9.22,3.03,23.3,13.0,0.134
2022-01-04 23:30:00,27.0,17.0,27.56,23.6,6.64,3.96,24.56,11.0,0.1338
2022-01-05 00:30:00,30.0,25.0,18.51,16.86,6.01,1.65,21.95,8.0,0.1296
2022-01-05 01:30:00,42.0,33.0,24.03,15.59,5.65,8.44,19.08,18.0,0.1824
2022-01-05 02:30:00,29.0,23.0,14.74,13.29,5.3,1.45,16.1,8.0,0.1703
2022-01-05 03:30:00,33.0,33.0,11.89,10.8,5.25,1.09,15.11,6.0,0.182
2022-01-05 04:30:00,38.0,26.0,11.53,10.39,4.99,1.14,16.05,6.0,0.137
2022-01-05 05:30:00,36.0,33.0,9.83,8.63,5.06,1.2,14.09,7.0,0.1503
2022-01-05 06:30:00,40.0,33.0,11.59,10.18,5.02,1.41,13.51,15.0,0.2924
2022-01-05 07:30:00,67.0,46.0,11.34,10.03,5.28,1.31,14.37,22.0,0.3289
2022-01-05 08:30:00,60.0,49.0,13.43,11.83,5.84,1.6,28.7,23.0,0.1991
2022-01-05 09:30:00,60.0,43.0,14.45,11.21,4.75,3.24,39.22,17.0,0.1673
2022-01-05 10:30:00,50.0,40.0,16.57,11.52,4.5,5.05,44.51,9.0,0.1304
2022-01-05 11:30:00,51.0,35.0,14.25,11.49,4.28,2.76,44.0,5.0,0.1262
2022-01-05 12:30:00,60.0,40.0,10.14,7.85,4.19,2.29,43.08,3.0,0.098
2022-01-05 13:30:00,79.0,50.0,8.69,7.01,4.05,1.68,40.98,8.0,0.1085
2022-01-05 14:30:00,56.0,36.0,6.29,4.98,4.31,1.31,38.43,10.0,0.1121
2022-01-05 15:30:00,29.0,22.0,4.99,3.84,4.79,1.15,32.94,8.0,0.0972
2022-01-05 16:30:00,23.0,21.0,5.77,4.4,4.73,1.37,32.79,9.0,0.1218
2022-01-05 17:30:00,21.0,21.0,7.78,5.86,4.35,1.92,33.71,9.0,0.1732
2022-01-05 18:30:00,31.0,27.0,6.7,5.14,4.46,1.56,32.29,12.0,0.207
2022-01-05 19:30:00,30.0,25.0,7.73,6.36,4.23,1.37,35.73,18.0,0.1481
2022-01-05 20:30:00,35.0,30.0,13.96,11.07,4.35,2.89,39.09,13.0,0.1433
2022-01-05 21:30:00,48.0,41.0,15.74,13.33,4.13,2.41,30.05,14.0,0.125
2022-01-05 22:30:00,35.0,31.0,12.93,10.99,4.11,1.94,28.49,15.0,0.1211
2022-01-05 23:30:00,42.0,37.0,8.31,7.02,4.24,1.29,31.39,14.0,0.0812
2022-01-06 00:30:00,48.0,41.0,8.58,7.03,4.18,1.55,33.31,14.0,0.125
2022-01-06 01:30:00,36.0,29.0,7.77,6.3,4.2,1.47,35.62,8.0,0.0557
2022-01-06 02:30:00,45.0,39.0,4.28,3.68,4.07,0.6,35.48,9.0,0.0506
2022-01-06 03:30:00,41.0,34.0,2.6,1.88,4.04,0.72,34.38,8.0,0.055
2022-01-06 04:30:00,30.0,30.0,1.8,1.22,4.06,0.58,34.99,10.0,0.0511
2022-01-06 05:30:00,44.0,30.0,1.74,1.21,4.21,0.53,32.96,14.0,0.0504
2022-01-06 06:30:00,37.0,30.0,2.08,1.43,4.35,0.65,27.68,11.0,0.0693
2022-01-06 07:30:00,35.0,28.0,1.81,1.14,4.35,0.67,24.88,11.0,0.0924
2022-01-06 08:30:00,32.0,28.0,2.07,1.33,4.38,0.74,23.61,9.0,0.0872
2022-01-06 09:30:00,32.0,29.0,3.83,2.99,4.27,0.84,20.72,8.0,0.0923
2022-01-06 10:30:00,44.0,40.0,7.08,5.01,4.33,2.07,19.99,11.0,0.0854
2022-01-06 11:30:00,48.0,32.0,8.02,6.22,4.39,1.8,19.06,9.0,0.1519
2022-01-06 12:30:00,52.0,38.0,9.2,6.9,4.33,2.3,17.04,7.0,0.11
2022-01-06 13:30:00,54.0,43.0,9.69,7.16,4.49,2.53,21.33,12.0,0.082
2022-01-06 14:30:00,48.0,38.0,10.85,7.24,4.35,3.61,22.93,11.0,0.0631
2022-01-06 15:30:00,33.0,31.0,13.05,7.8,4.31,5.25,23.08,7.0,0.061
2022-01-06 16:30:00,49.0,37.0,8.12,5.69,4.33,2.43,24.63,9.0,0.0468
2022-01-06 17:30:00,49.0,29.0,5.67,4.07,4.13,1.6,22.06,7.0,0.0822
2022-01-06 18:30:00,41.0,35.0,7.01,4.53,4.07,2.48,18.57,6.0,0.1123
2022-01-06 19:30:00,38.0,25.0,4.78,3.1,4.25,1.68,16.85,12.0,0.0968
2022-01-06 20:30:00,44.0,28.0,5.81,3.85,4.15,1.96,15.92,10.0,0.1068
2022-01-06 21:30:00,50.0,31.0,10.25,7.11,4.29,3.14,12.94,13.0,0.1299
2022-01-06 22:30:00,51.0,27.0,11.38,8.72,4.38,2.66,12.64,9.0,0.1067
2022-01-06 23:30:00,40.0,32.0,10.99,8.55,4.39,2.44,12.82,5.0,0.1019
2022-01-07 00:30:00,50.0,31.0,14.85,9.91,4.37,4.94,12.86,13.0,0.1299
2022-01-07 01:30:00,34.0,31.0,11.83,9.39,4.44,2.44,13.77,9.0,0.062
2022-01-07 02:30:00,30.0,20.0,10.18,8.11,4.36,2.07,12.91,8.0,0.0555
2022-01-07 03:30:00,38.0,26.0,7.57,5.74,4.32,1.83,12.65,5.0,0.0652
2022-01-07 04:30:00,41.0,28.0,5.92,4.48,4.36,1.44,11.03,7.0,0.0661
2022-01-07 05:30:00,29.0,19.0,5.58,4.0,4.46,1.58,9.96,7.0,0.0629
2022-01-07 06:30:00,38.0,32.0,6.29,4.63,4.25,1.66,9.9,6.0,0.0918
2022-01-07 07:30:00,40.0,35.0,7.52,5.55,4.44,1.97,8.0,9.0,0.1792
2022-01-07 08:30:00,48.0,29.0,7.21,4.6,4.44,2.61,10.13,7.0,0.169
2022-01-07 09:30:00,43.0,37.0,9.64,5.91,4.48,3.73,17.95,7.0,0.0809
2022-01-07 10:30:00,40.0,18.0,19.68,8.27,4.27,11.41,22.53,10.0,0.0507
2022-01-07 11:30:00,40.0,23.0,19.36,8.2,4.44,11.16,23.52,6.0,0.0752
2022-01-07 12:30:00,37.0,28.0,9.56,6.45,4.64,3.11,23.47,4.0,0.0709
2022-01-07 13:30:00,39.0,27.0,6.35,4.17,4.32,2.18,22.76,6.0,0.0518
2022-01-07 14:30:00,37.0,32.0,7.9,5.59,4.39,2.31,22.6,7.0,0.0653
2022-01-07 15:30:00,38.0,31.0,5.09,3.56,4.3,1.53,22.96,4.0,0.0467
2022-01-07 16:30:00,38.0,28.0,6.07,3.9,4.22,2.17,21.09,6.0,0.055
2022-01-07 17:30:00,46.0,31.0,5.62,3.83,4.21,1.79,21.66,10.0,0.0788
2022-01-07 18:30:00,60.0,40.0,4.51,2.99,4.18,1.52,22.09,11.0,0.0695
2022-01-07 19:30:00,72.0,46.0,7.38,4.66,4.05,2.72,20.05,9.0,0.08
2022-01-07 20:30:00,52.0,35.0,6.86,4.63,4.06,2.23,16.94,7.0,0.0801
2022-01-07 21:30:00,47.0,31.0,6.45,4.7,4.15,1.75,17.79,8.0,0.0897
2022-01-07 22:30:00,87.0,56.0,6.11,4.85,4.22,1.26,10.31,11.0,0.2276
2022-01-07 23:30:00,37.0,24.0,6.97,5.71,4.4,1.26,10.83,8.0,0.1218
2022-01-08 00:30:00,47.0,31.0,7.18,5.93,4.6,1.25,10.57,8.0,0.0897
2022-01-08 01:30:00,27.0,21.0,16.36,12.73,5.18,3.63,8.94,5.0,0.1023
2022-01-08 02:30:00,30.0,24.0,13.41,10.45,5.03,2.96,10.79,8.0,0.0797
2022-01-08 03:30:00,29.0,20.0,11.94,9.89,5.23,2.05,8.35,9.0,0.0787
2022-01-08 04:30:00,28.0,24.0,14.01,11.46,5.16,2.55,9.5,6.0,0.0777
2022-01-08 05:30:00,34.0,30.0,10.25,8.07,5.12,2.18,10.4,6.0,0.085
2022-01-08 06:30:00,30.0,20.0,12.28,9.62,4.96,2.66,11.38,10.0,0.0849
2022-01-08 07:30:00,35.0,26.0,11.39,8.51,5.18,2.88,10.49,12.0,0.1239
2022-01-08 08:30:00,34.0,29.0,9.97,7.65,6.87,2.32,11.29,9.0,0.1243
2022-01-08 09:30:00,34.0,25.0,10.18,7.62,12.25,2.56,14.89,8.0,0.0939
2022-01-08 10:30:00,37.0,24.0,11.77,7.26,11.0,4.51,21.61,8.0,0.0659
2022-01-08 11:30:00,41.0,29.0,12.69,7.5,11.9,5.19,22.34,10.0,0.0716
2022-01-08 12:30:00,40.0,24.0,13.89,9.24,5.72,4.65,27.73,8.0,0.0639
2022-01-08 13:30:00,28.0,21.0,9.53,7.03,5.18,2.5,30.7,8.0,0.05
2022-01-08 14:30:00,35.0,22.0,11.36,8.53,4.71,2.83,30.89,6.0,0.0393
2022-01-08 15:30:00,32.0,20.0,4.99,3.92,4.72,1.07,28.96,8.0,0.039
2022-01-08 16:30:00,38.0,24.0,2.32,1.6,4.92,0.72,25.36,12.0,0.044
2022-01-08 17:30:00,39.0,30.0,2.32,1.31,4.61,1.01,25.45,11.0,0.0326
2022-01-08 18:30:00,41.0,24.0,2.47,1.49,4.38,0.98,25.45,6.0,0.05
2022-01-08 19:30:00,43.0,29.0,11.72,3.08,4.69,8.64,23.7,4.0,0.0703
2022-01-08 20:30:00,47.0,35.0,3.14,2.42,4.7,0.72,21.08,15.0,0.1297
2022-01-08 21:30:00,42.0,26.0,3.16,2.45,4.54,0.71,20.6,12.0,0.1239
2022-01-08 22:30:00,42.0,29.0,4.78,3.82,4.48,0.96,19.39,10.0,0.1359
2022-01-08 23:30:00,33.0,29.0,7.68,6.45,4.45,1.23,16.9,12.0,0.0975
2022-01-09 00:30:00,42.0,26.0,5.94,5.02,4.34,0.92,12.62,12.0,0.1239
2022-01-09 01:30:00,33.0,22.0,6.72,5.41,5.12,1.31,9.93,8.0,0.1
2022-01-09 02:30:00,26.0,24.0,6.89,5.75,4.93,1.14,9.92,6.0,0.0738
2022-01-09 03:30:00,25.0,19.0,11.94,10.7,4.97,1.24,11.39,7.0,0.0658
2022-01-09 04:30:00,22.0,16.0,12.62,10.72,5.88,1.9,9.73,5.0,0.0688
2022-01-09 05:30:00,26.0,16.0,10.57,8.46,6.82,2.11,8.67,7.0,0.077
2022-01-09 06:30:00,29.0,17.0,8.92,7.34,5.6,1.58,11.16,10.0,0.0633
2022-01-09 07:30:00,17.0,11.0,11.05,8.98,5.3,2.07,13.91,,0.0754
2022-01-09 08:30:00,22.0,17.0,11.11,8.61,8.76,2.5,15.9,,0.0552
2022-01-09 09:30:00,24.0,22.0,9.02,6.01,9.61,3.01,18.91,20.0,0.0365
2022-01-09 10:30:00,27.0,21.0,7.26,4.74,5.75,2.52,22.94,7.0,0.0369
2022-01-09 11:30:00,21.0,20.0,8.88,5.65,5.04,3.23,22.68,6.0,0.0642
2022-01-09 12:30:00,32.0,32.0,7.17,5.19,4.9,1.98,22.4,7.0,0.0564
2022-01-09 13:30:00,31.0,22.0,3.51,2.49,21.48,1.02,13.96,8.0,0.0555
2022-01-09 14:30:00,27.0,19.0,2.71,1.82,20.03,0.89,12.79,11.0,0.0557
2022-01-09 15:30:00,29.0,25.0,2.54,1.66,10.96,0.88,16.34,7.0,0.065
2022-01-09 16:30:00,31.0,27.0,16.31,10.44,12.68,5.87,11.48,6.0,0.0945
2022-01-09 17:30:00,29.0,23.0,16.8,12.05,11.44,4.75,13.03,8.0,0.0713
2022-01-09 18:30:00,39.0,26.0,10.44,8.08,9.92,2.36,11.07,6.0,0.132
2022-01-09 19:30:00,39.0,26.0,18.1,13.16,8.53,4.94,8.51,10.0,0.1393
2022-01-09 20:30:00,48.0,28.0,15.97,12.03,6.85,3.94,11.08,12.0,0.1592
2022-01-09 21:30:00,56.0,37.0,17.3,13.82,5.84,3.48,11.61,18.0,0.3631
2022-01-09 22:30:00,68.0,49.0,19.46,16.29,5.79,3.17,7.1,24.0,0.2634
2022-01-09 23:30:00,47.0,29.0,17.69,13.45,6.36,4.24,7.81,17.0,0.1554
2022-01-10 00:30:00,56.0,37.0,18.12,12.3,6.35,5.82,8.75,18.0,0.3631
2022-01-10 01:30:00,33.0,32.0,24.14,14.57,5.43,9.57,11.14,12.0,0.2956
2022-01-10 02:30:00,48.0,36.0,20.47,13.53,5.01,6.94,11.78,22.0,0.3524
2022-01-10 03:30:00,33.0,23.0,16.3,11.54,5.04,4.76,11.5,6.0,0.0852
2022-01-10 04:30:00,34.0,31.0,10.31,7.65,4.77,2.66,11.23,12.0,0.186
2022-01-10 05:30:00,34.0,22.0,7.72,5.85,4.83,1.87,11.32,13.0,0.3441
2022-01-10 06:30:00,29.0,22.0,7.68,5.85,4.91,1.83,10.33,12.0,0.1087
2022-01-10 07:30:00,27.0,20.0,7.55,5.86,5.05,1.69,9.65,7.0,0.169
2022-01-10 08:30:00,47.0,32.0,8.23,6.19,5.46,2.04,8.51,8.0,0.2552
2022-01-10 09:30:00,45.0,33.0,11.07,6.8,7.2,4.27,11.64,8.0,0.1403
2022-01-10 10:30:00,41.0,25.0,14.06,7.0,6.74,7.06,16.64,7.0,0.084
2022-01-10 11:30:00,30.0,25.0,22.54,10.59,5.2,11.95,19.42,5.0,0.0784
2022-01-10 12:30:00,24.0,19.0,18.48,10.34,4.73,8.14,22.8,5.0,0.0706
2022-01-10 13:30:00,25.0,19.0,11.89,7.78,4.82,4.11,22.15,5.0,0.0649
2022-01-10 14:30:00,25.0,22.0,8.52,5.68,4.6,2.84,22.09,2.0,0.062
2022-01-10 15:30:00,26.0,19.0,7.48,5.39,4.57,2.09,23.66,2.0,0.0632
2022-01-10 16:30:00,25.0,19.0,6.21,3.93,4.78,2.28,25.26,3.0,0.0684
2022-01-10 17:30:00,32.0,17.0,4.2,2.8,4.8,1.4,23.15,7.0,0.0795
2022-01-10 18:30:00,38.0,30.0,5.78,3.87,4.4,1.91,20.78,6.0,0.0926
2022-01-10 19:30:00,38.0,25.0,5.35,3.63,4.38,1.72,20.58,7.0,0.1193
2022-01-10 20:30:00,41.0,31.0,5.22,3.9,4.25,1.32,18.73,14.0,0.1585
2022-01-10 21:30:00,39.0,21.0,7.34,5.5,4.43,1.84,16.73,13.0,0.1405
2022-01-10 22:30:00,29.0,26.0,9.02,6.31,4.53,2.71,16.39,10.0,0.1422
2022-01-10 23:30:00,42.0,36.0,8.57,7.33,4.7,1.24,8.93,9.0,0.2979
2022-01-11 00:30:00,39.0,21.0,12.03,10.95,4.7,1.08,8.8,13.0,0.1405
2022-01-11 01:30:00,27.0,17.0,10.62,8.08,4.52,2.54,10.18,2.0,0.0945
2022-01-11 02:30:00,25.0,24.0,25.26,15.4,4.65,9.86,10.74,2.0,0.1009
2022-01-11 03:30:00,35.0,25.0,15.58,10.98,4.45,4.6,8.87,10.0,0.1233
2022-01-11 04:30:00,20.0,15.0,13.09,9.59,4.6,3.5,8.83,7.0,0.0994
2022-01-11 05:30:00,25.0,18.0,10.49,7.99,4.77,2.5,10.12,3.0,0.1015
2022-01-11 06:30:00,28.0,22.0,11.2,8.43,4.58,2.77,10.29,4.0,0.1011
2022-01-11 07:30:00,28.0,21.0,13.4,7.52,4.9,5.88,10.57,3.0,0.1793
2022-01-11 08:30:00,40.0,31.0,12.07,7.29,11.77,4.78,9.38,4.0,0.2031
2022-01-11 09:30:00,35.0,28.0,11.31,4.93,9.18,6.38,14.4,3.0,0.1098
2022-01-11 10:30:00,27.0,12.0,14.02,6.59,5.64,7.43,20.26,3.0,0.0798
2022-01-11 11:30:00,21.0,11.0,27.32,13.71,4.9,13.61,22.34,4.0,0.0632
2022-01-11 12:30:00,22.0,11.0,16.92,9.99,4.59,6.93,25.07,4.0,0.0633
2022-01-11 13:30:00,24.0,20.0,5.38,3.63,4.41,1.75,29.11,6.0,0.0815
2022-01-11 14:30:00,22.0,21.0,4.13,2.44,4.25,1.69,27.51,6.0,0.0635
2022-01-11 15:30:00,26.0,19.0,4.11,2.74,4.32,1.37,26.37,6.0,0.0566
2022-01-11 16:30:00,32.0,19.0,3.31,2.22,4.29,1.09,25.88,6.0,0.0636
2022-01-11 17:30:00,34.0,22.0,4.37,2.82,4.51,1.55,23.34,4.0,0.0869
2022-01-11 18:30:00,41.0,29.0,3.82,2.68,4.98,1.14,21.14,10.0,0.1022
2022-01-11 19:30:00,48.0,36.0,3.55,2.23,4.8,1.32,17.78,7.0,0.0849
2022-01-11 20:30:00,55.0,46.0,5.38,3.62,5.37,1.76,14.46,21.0,0.1325
2022-01-11 21:30:00,35.0,28.0,7.66,5.29,4.91,2.37,16.53,3.0,0.0882
2022-01-11 22:30:00,25.0,16.0,9.0,7.08,4.69,1.92,14.77,4.0,0.082
2022-01-11 23:30:00,23.0,17.0,10.41,8.48,4.7,1.93,11.53,3.0,0.0755
2022-01-12 00:30:00,35.0,28.0,6.29,5.16,4.53,1.13,10.93,3.0,0.0882
2022-01-12 01:30:00,27.0,16.0,8.6,7.39,4.53,1.21,13.08,4.0,0.0715
2022-01-12 02:30:00,26.0,19.0,17.33,12.66,4.5,4.67,10.17,7.0,0.1076
2022-01-12 03:30:00,30.0,24.0,15.2,13.31,4.54,1.89,9.32,6.0,0.1907
2022-01-12 04:30:00,30.0,15.0,10.94,9.59,4.56,1.35,9.0,4.0,0.0979
2022-01-12 05:30:00,21.0,11.0,16.14,10.42,4.57,5.72,10.37,1.0,0.0993
2022-01-12 06:30:00,24.0,17.0,15.68,9.75,4.53,5.93,9.68,2.0,0.1057
2022-01-12 07:30:00,52.0,37.0,15.97,8.05,4.68,7.92,7.32,19.0,0.1955
2022-01-12 08:30:00,43.0,25.0,11.85,6.09,26.72,5.76,7.37,7.0,0.1591
2022-01-12 09:30:00,46.0,36.0,11.62,5.02,88.85,6.6,6.35,9.0,0.1238
2022-01-12 10:30:00,42.0,31.0,18.97,6.61,82.7,12.36,9.73,16.0,0.092
2022-01-12 11:30:00,43.0,39.0,33.9,12.02,89.01,21.88,14.83,14.0,0.0719
2022-01-12 12:30:00,37.0,32.0,65.4,21.49,38.02,43.91,28.55,18.0,0.0792
2022-01-12 13:30:00,35.0,30.0,48.97,24.93,11.29,24.04,37.92,13.0,0.0844
2022-01-12 14:30:00,33.0,28.0,42.67,26.79,9.17,15.88,33.74,9.0,
2022-01-12 15:30:00,30.0,23.0,20.83,16.15,6.57,4.68,30.56,12.0,0.0469
